Geneid	Chr	Start	End	Strand	Length	0h	24h	48h	72h	120h	168h	NPC
Ssr4	chrX;chrX	73787027;73787142	73790828;73790828	+;+	3802	0.52576563236185	0.443606229827348	0.416756272401434	0.288732751623377	0.177327647476901	0.0487373737373737	0.00446428571428571
Pdzd4	chrX;chrX	73793356;73793356	73824969;73824969	-;-	31614	0.56748971549987	0.223807853617288	0.177634872541352	0.0945979223609514	0.0439480175847195	0.0278459237097981	0.0207383576663397
L1cam	chrX	73853779	73880834	-	27056	0.37202380952381	0.121323529411765	0.196759259259259	0.081029810298103	0.1025	0	0
Arhgap4	chrX;chrX;chrX	73894351;73894351;73894351	73911298;73911298;73911298	-;-;-	16948	0.491534391534391	0.199055330634278	0.138345864661654	0.150545149566676	0.0365853658536585	0.0267794221282593	0
Naa10	chrX;chrX	73916869;73916869	73921944;73921944	-;-	5076	0.514171909415846	0.377051690347869	0.27756192326372	0.186761006289308	0.111168831168831	0.0270144628099174	0.00641025641025641
Renbp	chrX;chrX	73922120;73922120	73930850;73930850	-;-	8731	0.528421368547419	0.344390859260748	0.284871494034047	0.2534375	0.149414308884484	0.0318950930626058	0
Hcfc1	chrX	73942791	73966357	-	23567	0.461436236070986	0.283184395283011	0.219521724142334	0.162774411103509	0.0714236973398662	0.0301872380586749	0.00423851298379927
Irak1	chrX;chrX;chrX;chrX;chrX	74013913;74013913;74013913;74013913;74013917	74023921;74023921;74023918;74023921;74023921	-;-;-;-;-	10009	0.541009724125407	0.25723775937013	0.233290816326531	0.112523923444976	0.0182031629513683	0.0201282218172351	0.0072992700729927
Mecp2	chrX;chrX	74026823;74026823	74085636;74085593	-;-	58814	0.504732071278929	0.331830416385805	0.233803501574156	0.162012047141953	0.0723614963373871	0.0313346603294332	0.0124292449978607
Flna	chrX;chrX	74223460;74223460	74246534;74246534	-;-	23075	0.521052815593666	0.265477462881525	0.150095331206357	0.0786020904345289	0.0296797532113972	0.00936936586635518	0.00147687164015307
Emd	chrX	74254686	74257893	+	3208	0.424873737373737	0.335565476190476	0.217425431711146	0.136282176604757	0.087223806129722	0.0107271906052394	0.00641025641025641
Rpl10	chrX	74270815	74273135	+	2321	0.63673003510522	0.500574213030747	0.408906420497411	0.353659765994303	0.262781245694543	0.22785474897657	0.225105816956167
Dnase1l1	chrX;chrX	74273216;74273216	74281736;74282333	-;-	9118	0.55	0.27116704805492	0.125	0.0526315789473684	0.113756613756614	0	0
Taz	chrX;chrX;chrX;chrX;chrX	74282717;74282717;74282717;74282717;74282717	74290151;74290151;74290151;74290151;74290151	+;+;+;+;+	7435	0.538558626782784	0.360877719429857	0.322072072072072	0.213991520290733	0.065537084398977	0.0206456456456456	0
Atp6ap1	chrX	74297096	74304721	+	7626	0.208811699358924	0.138185845828305	0.0717029816513761	0.0500137128230132	0.00911554570091156	0.00174825174825175	0.00182481751824818
Gdi1	chrX	74305011	74311867	+	6857	0.510362659592996	0.252562691131498	0.204772613693153	0.150228910968245	0.0523982723346215	0.0237892171794091	0.00516382003057088
Fam50a	chrX	74313032	74320149	+	7118	0.454759537390758	0.23791330925257	0.152197802197802	0.0900544285007422	0.0380722891566265	0.0375118708452042	0.00757575757575758
Plxna3	chrX	74329065	74344689	+	15625	0.560150275415798	0.250256016385049	0.146957197771347	0.0531896551724138	0.0219104665825977	0.0150176091434647	0
Ubl4	chrX;chrX	74365717;74365717	74368548;74368548	-;-	2832	0.586189516129032	0.243265993265993	0.194047619047619	0.071265243902439	0.0147058823529412	0.0113636363636364	0
Fam3a	chrX	74384719	74393139	-	8421	0.485033259423503	0.316252587991718	0.206004140786749	0.181537405628003	0.0576923076923077	0.0151515151515152	0.0217391304347826
Ikbkg	chrX;chrX;chrX;chrX;chrX;chrX;chrX	74393290;74393290;74424611;74424611;74429314;74429680;74429680	74453778;74453778;74453778;74453778;74453778;74453778;74453778	+;+;+;+;+;+;+	60489	0.46837510105093	0.275229835894713	0.221530010718114	0.131080341699319	0.0476458356540789	0.0138637733574442	0.00166389351081531
G6pdx	chrX	74409485	74429161	-	19677	0.514665374413385	0.349114382155409	0.207628596338274	0.105064838074547	0.0148126463700234	0.0158393008860299	0
Gab3	chrX	74988544	75084905	-	96362	0.647857142857143	0.353350649350649	0.255760368663594	0.189662821650399	0.051150895140665	0.0286206896551724	0
Dkc1	chrX	75095853	75109776	+	13924	0.408178840560923	0.341079295600646	0.270858568839425	0.160979061997909	0.0622117951622037	0.0177608833042121	0.0077636620286348
Mpp1	chrX	75109732	75130949	-	21218	0.565567765567766	0.374637021010078	0.242498445273632	0.193106712564544	0.0841851895875431	0.0306443239501615	0.00159235668789809
F8	chrX;chrX;chrX	75172714;75172714;75172714	75380041;75380041;75380041	-;-;-	207328	0.738293650793651	0.622602001968541	0.429267960812772	0.154408729962194	0.0379119842334787	0.00671390013495277	0.00573972602739726
Fundc2	chrX	75382398	75397158	+	14761	0.548045130722296	0.37962962962963	0.258177157001414	0.0977777777777778	0.0231370459188205	0	0.00757575757575758
Mtcp1	chrX;chrX	75404846;75410441	75416543;75416543	-;-	11698	0.536006781429317	0.362327834721332	0.250281430533048	0.178388746803069	0.0446696696696697	0.0081708526107072	0.00457963845488729
Brcc3	chrX;chrX;chrX	75416627;75416627;75416627	75455701;75454001;75454001	+;+;+	39075	0.505530718224857	0.410486497403832	0.314739436535868	0.209972979926976	0.0738153994871562	0.0143274758709407	0.00494737141672325
Vbp1	chrX	75514296	75534946	+	20651	0.51828551060417	0.394648562750413	0.299450076194262	0.189693680204629	0.0742881805850322	0.034049959049959	0.00726553320892944
4933407K13Rik	chrX	75725457	75764699	-	39243	0.493934581706698	0.319960960829728	0.219335315353578	0.14863047119176	0.0866058655221745	0.0618410777040219	0.0559420781718423
Pls3	chrX;chrX;chrX	75785653;75785653;75785653	75874574;75843021;75875170	-;-;-	89518	0.447566269396772	0.116840887536347	0.0685858030552918	0.0250756142385341	0.0223898099942668	0.00795533189818566	0.00830157354522768
Mir669m-2	chrX	77164402	77475936	-	311535	0.836904761904762	0.616330390920555	0.554723502304147	0.348214285714286	0.370769230769231	0.077027027027027	0.125491738788356
Tbl1x	chrX	77511226	77660265	+	149040	0.527823315685266	0.190025256872471	0.155059511270276	0.0913343102935431	0.0259447578857239	0.0084824681812843	0.00464485472187613
Prkx	chrX	77762029	77795960	-	33932	0.528663973251602	0.345854671948981	0.191666666666667	0.111101578586136	0.0230530339225991	0.0104166666666667	0
Prrg1	chrX;chrX;chrX	78449609;78449609;78449609	78583805;78583897;78583897	-;-;-	134289	0.533583705878147	0.234588931088563	0.0966152843849492	0.047316706212113	0.0124780412823891	0.00986464098637855	0.00473231608200933
Gm7173	chrX	79482567	79517285	-	34719	0.447572815533981	0.154725609756098	0	0.0294117647058824	0.0357142857142857	0	0
Tmem47	chrX	81070643	81097875	+	27233	0.57964102769253	0.326633913620656	0.201569690815202	0.102681660299919	0.027435780449781	0.00778593603705711	0.00318365244037311
Dmd	chrX	82948869	85205050	+	2256182	0.470149562697304	0.0998033617684828	0.0586178811748807	0.0313067357826768	0.022488750152025	0.00853394513483038	0.0114210419010655
Tab3	chrX	85574021	85634469	+	60449	0.551961923823735	0.292605844862107	0.179464697183153	0.125398588729337	0.0452238458357975	0.0175783646178383	0.00938247119147006
Gyk	chrX;chrX	85701936;85701936	85776819;85776819	-;-	74884	0.650667212879342	0.32489273057001	0.126980283020406	0.0709510549760406	0.0353627698891266	0.00868008948545861	0.0028795472219822
Nr0b1	chrX	86191774	86195944	+	4171	0.40851487222455	0.070382861303798	0.0280478479353288	0.0269998818385915	0.0274436090225564	0	0
Pola1	chrX	93304765	93632155	-	327391	0.534091199491314	0.30171899101063	0.198603535120014	0.101907947553776	0.0300085850020521	0.0141077353294233	0.0081168083170387
Pcyt1b	chrX;chrX	93654862;93675111	93749948;93749948	+;+	95087	0.501581773248185	0.15827633378933	0.072317727026354	0.0251295605306799	0.0077584943108134	0.0101565663382373	0.00305810397553517
Pdk3	chrX	93764615	93832095	-	67481	0.519688866229049	0.178151027633607	0.07635533746782	0.0284457132167852	0.0162625600372024	0.00932778587314978	0.00618959040011672
Zfx	chrX;chrX	94074630;94074630	94123407;94123407	-;-	48778	0.599672036955895	0.35673029364988	0.372573561703996	0.310079697968823	0.234829468110349	0.215265980738951	0.191166388576747
Eif2s3x	chrX	94188708	94212651	-	23944	0.48225709168007	0.376595167597134	0.318445367565636	0.28253509669161	0.1768497556418	0.152282156210023	0.189672090201955
Klhl15	chrX;chrX;chrX;chrX	94234929;94234929;94234929;94234929	94255968;94273515;94255968;94255968	+;+;+;+	38587	0.505360699641618	0.196631299734748	0.0937632085661955	0.0819797147868527	0.0221163245356794	0.00963479990283598	0.00205749244086665
Apoo	chrX;chrX;chrX;chrX	94367109;94367153;94367153;94367153	94417092;94417092;94417092;94417092	+;+;+;+	49984	0.56861833952912	0.311848934198332	0.267025224953067	0.209590499854787	0.0618389148539902	0.0414723926380368	0.0181454647087911
Gm14827	chrX	94442731	94447727	+	4997	0.524122807017544	0.345238095238095	0.396103896103896	0.13961038961039	0.0620300751879699	0	0
Maged1	chrX	94535473	94542074	-	6602	0.494367339581831	0.19656817040809	0.0747982914095871	0.0776660439604118	0.0206872171945701	0.0151875638592906	0.000657030223390276
Gspt2	chrX	94636068	94638561	+	2494	0.479537366548043	0.19714485899457	0.112535612535613	0.0378361475922452	0.0185185185185185	0.0106382978723404	0
Zxdb	chrX	94724568	94730191	+	5624	0.599033816425121	0.154761904761905	0.0772946859903382	0.117647058823529	0	0	0
Zxda	chrX	94791284	94798289	-	7006	0.58735332464146	0.310846560846561	0.032258064516129	0.0519568151147098	0.015625	0.0161290322580645	0
Spin4	chrX	95022506	95026682	-	4177	0.41995841995842	0.27536231884058	0.0357142857142857	0.015625	0	0	0
Arhgef9	chrX;chrX;chrX	95048934;95048934;95048934	95166539;95166539;95166539	-;-;-	117606	0.426836321573164	0.118556701030928	0.0565580331618067	0.0305345488449187	0.0124378109452736	0.00637362637362637	0
Amer1	chrX	95420313	95444840	-	24528	0.51857108835437	0.259280263971953	0.165471698113208	0.0574319927111805	0.0220635775862069	0.0141441441441441	0.024706457925636
Zc4h2	chrX;chrX;chrX	95639193;95639193;95639193	95658509;95658509;95658509	-;-;-	19317	0.474927536231884	0.349460708782743	0.0462962962962963	0.0263157894736842	0	0.0128205128205128	0.00476190476190476
Zc3h12b	chrX	95711677	95927970	+	216294	0.567037443925661	0.249740935977395	0.179993695492277	0.11984126984127	0.072328349944629	0.0119047619047619	0.0159894103183012
Las1l	chrX	95935312	95956974	-	21663	0.408112346735101	0.211580788597209	0.160120919376276	0.0820945945945946	0.0271601685985248	0.00355755159711359	0.00408163265306122
Msn	chrX	96096044	96168553	+	72510	0.549405772283774	0.233157306302382	0.112442477431036	0.0595964286909663	0.0281076855129222	0.00558968541599144	0.00185351857348487
Heph	chrX;chrX;chrX;chrX	96455435;96455435;96456345;96456345	96574484;96574484;96574484;96531423	+;+;+;+	119050	0.344965675057208	0.0612348178137652	0.0651549942594719	0	0.00948703805846663	0.00356722611011333	0.00603471575722995
Eda2r	chrX;chrX;chrX	97333840;97333840;97337774	97377209;97377209;97377209	-;-;-	43370	0.480080257363961	0.348430381973663	0.24446695822145	0.182193159046668	0.0650352955874217	0.0187761642221539	0.00851738091425542
Ar	chrX	98149749	98317147	+	167399	0.417617125811546	0.0966777005071517	0.0399151821046187	0.00319614834385673	0.00198902280851602	0.00266643339424336	0.00882575757575758
Ophn1	chrX	98557514	98890985	-	333472	0.519266906906472	0.1986498974463	0.0926294396799387	0.0365349840033384	0.0134477178568613	0.00331742250274691	0.0019689252630191
Yipf6	chrX	98937780	98949020	+	11241	0.485609144802741	0.359219858156028	0.307601647969079	0.167109634551495	0.0604965670793179	0.0310735380022068	0.00351537639444264
Stard8	chrX	99042580	99074728	+	32149	0.304764187067947	0.030851992171368	0.0310240963855422	0	0	0.00656867944541253	0.00189393939393939
Pja1	chrX;chrX;chrX;chrX	99465733;99465733;99465733;99465733	99470735;99470735;99470735;99470735	-;-;-;-	5003	0.492492492492492	0.271929824561403	0.05	0.0972222222222222	0	0	0
Tmem28	chrX	99821068	99846345	+	25278	0.432409502262443	0.110974244120941	0.0119047619047619	0.00806451612903226	0	0	0
Eda	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605	100400760;100400760;100400760;100400760;100400760;100400760;100400760;100400760;100400760	+;+;+;+;+;+;+;+;+	425156	0.462530425769396	0.140879145378212	0.0478677817924963	0.0190259465563495	0.0083604673434208	0.00563353649880498	0.00374561030284941
Awat2	chrX;chrX	100402221;100402221	100412587;100442717	-;-	40497	0.480270821199767	0.253639455782313	0.0689987163029525	0.0534782608695652	0	0.0184507978723404	0
Igbp1	chrX	100494290	100516125	+	21836	0.519955573056072	0.356679824526143	0.30338027537274	0.240948464432584	0.108171931192859	0.0366620858146282	0.0115077112309585
Pdzd11	chrX	100622905	100625907	-	3003	0.461111111111111	0.201503759398496	0.138729429774206	0.0541125541125541	0.0117647058823529	0.0192307692307692	0.00833333333333333
Kif4	chrX	100626064	100727271	+	101208	0.519121646786313	0.260792401994397	0.182172276120865	0.111683812046311	0.0422505309612924	0.0182352758687932	0.00189859725827754
Dlg3	chrX;chrX;chrX;chrX;chrX	100767721;100767721;100767721;100774494;100777270	100818410;100818410;100818410;100818410;100818410	+;+;+;+;+	50690	0.571315174516412	0.189401077474472	0.0878248974008208	0.0487916096671227	0.0148712140280225	0.00233809441241493	0.00317452553316376
Tex11	chrX;chrX	100838647;100877881	101059639;101059639	-;-	220993	0.48952850877193	0.0928542178542179	0.106034646868456	0.0619033140772271	0.0417330359987257	0.0333333333333333	0.0227272727272727
Slc7a3	chrX	101079220	101085352	-	6133	0.504735323380416	0.185856144859217	0.146640087422905	0.0836908069589948	0.029129251845359	0.00434071819155533	0.0242445815535517
Snx12	chrX;chrX;chrX	101097785;101211960;101211960	101222563;101222563;101222563	-;-;-	124779	0.522970364058831	0.283982203379179	0.250042054218038	0.208305726637053	0.151312591152163	0.100650288506205	0.118777655913165
Foxo4	chrX	101254527	101260873	+	6347	0.583333333333333	0.25	0.251552795031056	0.0448343079922027	0.0151515151515152	0	0
Med12	chrX	101274090	101298934	+	24845	0.46568382475429	0.197497906197655	0.176950780312125	0.0598463687150838	0.0363539445628998	0.00899612722774052	0.0035698683142982
Zmym3	chrX;chrX;chrX;chrX;chrX	101404383;101404383;101414929;101414929;101414933	101420222;101419914;101419914;101420222;101420685	-;-;-;-;-	16303	0.523332599603786	0.175595750789549	0.142798110979929	0.13224043715847	0.029317876344086	0.0185553083280356	0.00553505535055351
Nono	chrX;chrX	101429650;101429650	101448593;101448593	+;+	18944	0.573885350318471	0.351828465770838	0.307384872345502	0.255339997952847	0.227655223264593	0.244163338522981	0.23219830817004
Itgb1bp2	chrX	101449108	101453541	+	4434	0.524022098357421	0.184881320949432	0.109858349742743	0.0566804189146303	0.0272307692307692	0.00873909499803785	0.00263157894736842
Taf1	chrX;chrX	101532734;101532734	101601789;101601789	+;+	69056	0.374071188729485	0.319956173751183	0.298022330654863	0.238588807785888	0.0954886296208251	0.0323508648474309	0.0157543877923025
Ogt	chrX;chrX	101640050;101640217	101684351;101684351	+;+	44302	0.500276388646905	0.361004124142943	0.281953463850023	0.214313666965144	0.100943035508136	0.0492362066578709	0.0138458874277138
Nhsl2	chrX	101849384	102092055	+	242672	0.468191917372245	0.043328335832084	0.0504119343665043	0.0335660151575588	0.00781238125636466	0.00700934579439252	0.00216138328530259
Pin4	chrX	102119464	102127673	+	8210	0.613848980955563	0.474200426439232	0.453616352201258	0.377055921052632	0.304761904761905	0.0901315789473684	0.0652173913043478
Ercc6l	chrX	102142819	102157091	-	14273	0.587623651079137	0.346855422103769	0.20409604519774	0.161971138722869	0.0673766692418055	0.0658602150537634	0.00347222222222222
Rps4x	chrX	102184942	102188371	-	3430	0.482373658725698	0.339240479602017	0.228972307005137	0.154046882258915	0.0465947191856995	0.0213037257407636	0.00362355811889973
Hdac8	chrX	102284639	102505148	-	220510	0.556025291379315	0.26478296950923	0.134538375973304	0.060118720674342	0.0343702021910536	0.0114352356332252	0.00171026038134378
Phka1	chrX;chrX	102513974;102513974	102644246;102644246	-;-	130273	0.504435009875468	0.110224790360087	0.0558141005609869	0.0358179556292764	0.0155252058646315	0.00444444444444444	0.00141252976084716
Nap1l2	chrX	103184058	103186664	-	2607	0.327648867766285	0.089876378215837	0.0850230414746544	0.02	0.0166666666666667	0	0
4930519F16Rik	chrX	103232280	103256606	-	24327	0.348992160850407	0.133162927120273	0.129545172113831	0.115664735232577	0.0990296803652968	0.120612061206121	0.0423728813559322
Chic1	chrX	103356475	103396118	+	39644	0.535228588503343	0.280676567656766	0.16613050182226	0.088870698510529	0.0410434524992886	0.0190346659919028	0.0153625110521662
