Geneid	Halftime	Starts_numeric	Dist_Xist	InitialTPM	Distance_Xist	Expression_group	SilencingRate	SmcHD1_dependence
Wdr45	59.9443934152634	7722219	95761014	35.9968164952338	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Xiap	30.4109099679106	42067835	61415398	185.146532972433	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Xk	71.1966820565769	9272783	94210450	24.6281563609448	farfromXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Xpnpep2	51.1916319469661	48108724	55374509	3.46078296561045	farfromXist	lowexpressed	slowsilencing	NA
Yipf6	49.1270211845179	98937780	4545453	73.3298139209489	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zbtb33	41.4319164783221	38189792	65293441	27.6816875946266	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Zc3h12b	28.5715779024351	95711677	7771556	7.80071606564303	neartoXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Zc4h2	23.4715646640993	95639193	7844040	35.8518623142576	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Zdhhc9	46.2475527210868	48171970	55311263	16.0608902467177	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Zfp182	52.9483032830024	21026183	82457050	62.5109216175387	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zfp185	23.4083126959098	72987338	30495895	85.2476632080284	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Zfp275	37.4150688994431	73342619	30140614	57.6479600578177	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Zfp280c	21.2823222955493	48541625	54941608	118.613705501395	farfromXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Zfp300	27.0798630112922	21079149	82404084	5.49653765126366	farfromXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Zfp449	38.3891141589445	56346399	47136834	70.8458077746329	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Zfx	69.8649238785388	94074630	9408603	86.6204698343393	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zic3	23.5628459512322	58030627	45452606	211.490563965652	intermediatedistXist	highexpressed	fastsilencing	NA
Zmym3	24.1530920181714	101404383	2078850	10.9412340712931	neartoXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Zxda	19.3110865321266	94791284	8691949	6.04542260889729	neartoXist	lowexpressed	fastsilencing	NA
Zxdb	14.9894523960699	94724568	8758665	13.0158294368599	neartoXist	lowexpressed	fastsilencing	SmcHD1_dependent
