Geneid	Chr	Start	End	Strand	Length	A11B2_ES_d0r1	A11B2_ES_d0r2	A11B2_ES_d1r1	A11B2_ES_d1r2	A11B2_d2r1	A11B2_d2r2	A11B2_d3r1	A11B2_d3r2	A11B2_d5r1	A11B2_d5r2	A11B2_d7r1	A11B2_d7r2	A11B2_d15	A11B2_d21	A11B2_d35	A11B2_d52
Ank3	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	69533707;69533707;69533707;69533707;69533707;69533707;69533707;69925531;69925531	70027436;70027436;70027436;70027436;70027436;70027436;70027436;70027436;70027436	+;+;+;+;+;+;+;+;+	493730	0.432183908045977	0.440331844288449	0.476609442060086	0.431753102131721	0.408057179987005	0.373760488176964	0.408501814411612	0.364700585321927	0.471074380165289	0.393836903419767	0.511138613861386	0.478356713426854	0.559709821428571	0.477477477477477	0.545797598627787	0.578571428571429
Ccdc6	chr10	70097120	70193200	+	96081	0.553565505804312	0.52859778597786	0.554935472619463	0.556255625562556	0.524320909665193	0.544351781652767	0.549828178694158	0.539115646258503	0.543697478991597	0.508045977011494	0.539516655780536	0.528610354223433	0.557599225556631	0.534139402560455	0.516419832582099	0.539393939393939
Slc16a9	chr10	70245275	70285951	+	40677	0.436241610738255	0.285714285714286	0.398809523809524	0.423076923076923	0.44	0.32	0.435897435897436	0.6	0.571428571428571	0.516666666666667	0.571428571428571	0.383838383838384	0.529411764705882	0.468085106382979	0.56140350877193	0.631578947368421
Fam13c	chr10;chr10;chr10	70440667;70440909;70440909	70558732;70558732;70558732	+;+;+	118066	0.672033898305085	0.663366336633663	0.65429403202329	0.646759847522236	0.55047821466525	0.61319073083779	0.587651598676957	0.591424968474149	0.581045172719221	0.538713195201745	0.597929936305732	0.587608906098742	0.557971014492754	0.552845528455285	0.539694100509832	0.535754189944134
Phyhipl	chr10;chr10	70557685;70557685	70592812;70599291	-;-	41607	0.584905660377358	0.595588235294118	0.565217391304348	0.604255319148936	0.508571428571429	0.544117647058823	0.618181818181818	0.555555555555556	0.461240310077519	0.506329113924051	0.497652582159624	0.510948905109489	0.549603174603175	0.55	0.457627118644068	0.559471365638767
Bicc1	chr10	70925095	71159634	-	234540	0.544517338331771	0.595800524934383	0.539205155746509	0.58625730994152	0.599514563106796	0.549751243781095	0.568927789934354	0.507168458781362	0.486772486772487	0.521406727828746	0.488578680203046	0.509532062391681	0.473565804274466	0.475221238938053	0.534131431482425	0.511469194312796
Tfam	chr10	71225476	71238044	-	12569	0.574468085106383	0.532212885154062	0.567039106145251	0.53375	0.553654743390358	0.539951573849879	0.522033898305085	0.520879120879121	0.547202797202797	0.585131894484412	0.545271629778672	0.514824797843666	0.574412532637076	0.580645161290323	0.571428571428571	0.570588235294118
Ube2d1	chr10	71254979	71285262	-	30284	0.541208791208791	0.435	0.562401263823065	0.517937219730942	0.459119496855346	0.577868852459016	0.549367088607595	0.508816120906801	0.560859188544153	0.535460992907801	0.589010989010989	0.496428571428571	0.563218390804598	0.564102564102564	0.549356223175966	0.513100436681223
Cisd1	chr10	71330493	71344849	-	14357	0.599099099099099	0.526881720430108	0.6	0.573863636363636	0.583892617449664	0.534653465346535	0.506550218340611	0.492857142857143	0.525925925925926	0.5375	0.450704225352113	0.534246575342466	0.533333333333333	0.655737704918033	0.442622950819672	0.612903225806452
Ipmk	chr10	71347792	71385885	+	38094	0.603333333333333	0.603036876355748	0.529531568228106	0.604381443298969	0.562865497076023	0.537084398976982	0.531291611185086	0.469111969111969	0.53030303030303	0.50137741046832	0.506493506493506	0.489795918367347	0.429133858267717	0.488439306358382	0.460843373493976	0.432950191570881
Zwint	chr10	72654894	72669789	+	14896	0.607299912049252	0.608357628765792	0.612156663275687	0.58631335219964	0.564441887226697	0.594768015794669	0.570444286053694	0.593421973407978	0.589423648247178	0.555579036348267	0.570702179176755	0.577912621359223	0.538593115244815	0.545004128819158	0.543714433523021	0.567150355047854
Pcdh15	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866;73821866	74634765;74649732;74507600;74634765;74644727;74634765;74634765;74507600;74634765;74644727;74634765;74634765;74649732;74634765	+;+;+;+;+;+;+;+;+;+;+;+;+;+	827867	0.207317073170732	0.181818181818182	0.297297297297297	0.311475409836066	0.258928571428571	0.4	0.319672131147541	0.293478260869565	0.397260273972603	0.311688311688312	0.333333333333333	0.392857142857143	0.6125	0.357142857142857	0.3	0.793478260869565
Gnaz	chr10	74967230	75015877	+	48648	0.521472392638037	0.604938271604938	0.541095890410959	0.597864768683274	0.565789473684211	0.611764705882353	0.605263157894737	0.5	0.530612244897959	0.681818181818182	0.434782608695652	0.538461538461538	0.472222222222222	0.625	0.521739130434783	0.451612903225806
Rab36	chr10	75037088	75054100	+	17013	0.46	0.56	0.636363636363636	0.769230769230769	0.461538461538462	0.833333333333333	0.592592592592593	0.551724137931034	0.44	0.714285714285714	0.531914893617021	0.586206896551724	0.611650485436893	0.681818181818182	0.5	0.539823008849557
Bcr	chr10	75060895	75184923	+	124029	0.56964842011571	0.566617862371889	0.5485	0.542792792792793	0.600522193211488	0.539052496798976	0.570043103448276	0.593783494105038	0.551609322974473	0.519047619047619	0.563106796116505	0.560416666666667	0.533721898417985	0.561525129982669	0.572984749455338	0.535864978902954
Specc1l	chr10;chr10	75212072;75212389	75312400;75312400	+;+	100329	0.570424597364568	0.594909090909091	0.592936139850161	0.598409542743539	0.561563169164882	0.589503953989935	0.576112412177986	0.588339222614841	0.563372093023256	0.559391456992393	0.564161319890009	0.553082191780822	0.544521953221174	0.531437125748503	0.524021352313167	0.551282051282051
Gucd1	chr10	75506813	75517322	-	10510	0.523404255319149	0.556338028169014	0.474226804123711	0.439688715953307	0.496598639455782	0.52212389380531	0.454054054054054	0.5	0.512396694214876	0.456140350877193	0.463258785942492	0.4375	0.441734417344173	0.476014760147601	0.45679012345679	0.450980392156863
Snrpd3	chr10	75518041	75535440	+	17400	0.505143475906876	0.517450682852807	0.506211180124224	0.548664944013781	0.512948207171315	0.544426494345719	0.513312034078807	0.508064516129032	0.50126582278481	0.523364485981308	0.518806744487678	0.519298245614035	0.543887147335423	0.53359173126615	0.521186440677966	0.514598540145985
Ggt1	chr10	75573592	75586182	+	12591	0.51505016722408	0.411764705882353	0.5	0.543859649122807	0.53125	0.564102564102564	0.64	0.382352941176471	0.56140350877193	0.576923076923077	0.414634146341463	0.257142857142857	0.5	0.395348837209302	0.404255319148936	0.208333333333333
Susd2	chr10;chr10	75636618;75636618	75644008;75644008	-;-	7391	0.624309392265193	0.592592592592593	0.61	0.622641509433962	0.606060606060606	0.368421052631579	0.678571428571429	0.424242424242424	0.384615384615385	0.349206349206349	0.461538461538462	0.530612244897959	0.285714285714286	0.3	0.434782608695652	0.5
Cabin1	chr10	75646109	75764357	-	118249	0.545258197526016	0.514484007242004	0.537822474857892	0.526709561574143	0.53953057442866	0.514947368421053	0.526148511990754	0.523413431916205	0.561283345349676	0.529296875	0.569718537690068	0.573216885007278	0.54367816091954	0.572826086956522	0.553897685749086	0.570121951219512
Ddt	chr10	75771232	75773374	-	2143	0.534246575342466	0.428571428571429	0.447916666666667	0.450704225352113	0.536231884057971	0.62	0.5	0.4375	0.539473684210526	0.475	0.564516129032258	0.546666666666667	0.390625	0.466666666666667	0.642857142857143	0.342105263157895
Mif	chr10	75859352	75860250	-	899	0.361702127659574	0.540540540540541	0.468354430379747	0.454545454545455	0.436123348017621	0.544117647058823	0.506329113924051	0.478260869565217	0.522292993630573	0.507692307692308	0.563025210084034	0.507936507936508	0.557522123893805	0.432098765432099	0.5	0.513513513513513
Smarcb1	chr10;chr10	75896768;75896768	75921614;75921614	-;-	24847	0.48683160415004	0.504672897196262	0.48936170212766	0.494983277591973	0.473186119873817	0.439775910364146	0.471370143149284	0.492682926829268	0.5005382131324	0.480629539951574	0.516666666666667	0.48586118251928	0.48963133640553	0.488636363636364	0.494331065759637	0.45993031358885
Mmp11	chr10	75923223	75932463	-	9241	0.6328125	0.449275362318841	0.722972972972973	0.476510067114094	0.623376623376623	0.513888888888889	0.462686567164179	0.550724637681159	0.518518518518518	0.683333333333333	0.475	0.666666666666667	0.518248175182482	0.577464788732394	0.558823529411765	0.524590163934426
Chchd10	chr10	75935572	75937734	+	2163	0.538922155688623	0.458333333333333	0.488165680473373	0.525581395348837	0.541935483870968	0.694117647058824	0.550724637681159	0.581818181818182	0.602272727272727	0.481481481481481	0.615384615384615	0.546666666666667	0.5	0.606060606060606	0.6	1
Zfp280b	chr10	76032611	76042969	+	10359	0.530695770804911	0.555844155844156	0.561456752655539	0.487734487734488	0.514910536779324	0.526315789473684	0.508733624454148	0.477690288713911	0.503171247357294	0.484107579462103	0.495867768595041	0.509478672985782	0.530249110320285	0.45514950166113	0.459259259259259	0.473498233215548
Prmt2	chr10;chr10	76207221;76207221	76237865;76237865	-;-	30645	0.578947368421053	0.527272727272727	0.5375	0.64367816091954	0.685714285714286	0.596153846153846	0.538461538461538	0.618181818181818	0.64	0.651162790697674	0.516587677725118	0.576687116564417	0.584415584415584	0.598837209302326	0.6171875	0.547112462006079
Dip2a	chr10	76263048	76345291	-	82244	0.469816272965879	0.503184713375796	0.464	0.439716312056738	0.516129032258065	0.541666666666667	0.519736842105263	0.512345679012346	0.447761194029851	0.538461538461538	0.494897959183673	0.485294117647059	0.503355704697987	0.475352112676056	0.498795180722892	0.481735159817352
Pcnt	chr10;chr10	76351253;76351253	76442912;76442912	-;-	91660	0.548138056312443	0.546121593291405	0.525223950966525	0.548419468138485	0.505444126074499	0.547112462006079	0.521019108280255	0.504504504504504	0.520967741935484	0.539027982326951	0.546783625730994	0.540337711069418	0.53030303030303	0.521788990825688	0.50071530758226	0.516129032258065
Ybey	chr10	76459566	76469114	-	9549	0.7	0.571428571428571	0.578947368421053	0.526315789473684	0.5	0.571428571428571	0.473684210526316	0.645161290322581	0.6	0.592592592592593	0.526315789473684	0.428571428571429	0.421052631578947	0.75	0.535714285714286	0.636363636363636
Mcm3ap	chr10	76468970	76515857	+	46888	0.62874442319949	0.591474245115453	0.636694575900983	0.622609434764131	0.667671114937581	0.679579776756402	0.646634615384615	0.671919770773639	0.562384757221881	0.596059113300493	0.530376670716889	0.52021932830706	0.488526570048309	0.528082191780822	0.501025290498975	0.501921598770177
Lss	chr10	76531626	76553934	+	22309	0.484667165295438	0.537227949599084	0.484647302904564	0.50561797752809	0.572523262178435	0.636842105263158	0.628584031760035	0.617473435655254	0.59012987012987	0.561946902654867	0.554288128432615	0.539454806312769	0.53368700265252	0.53097957770855	0.551118760757315	0.557386363636364
Col6a2	chr10	76595755	76623404	-	27650	0.483870967741935	0.666666666666667	0.689655172413793	0.564102564102564	0.533333333333333	0.705882352941177	0.928571428571429	0.565217391304348	0.65	0.6	0.5	0.4	0.508580343213729	0.42	0.494037478705281	0.575528098844161
Col6a1	chr10	76708791	76726044	-	17254	0.536585365853659	0.321428571428571	0.43956043956044	0.246753246753247	0.80952380952381	0.625	0.529411764705882	0.428571428571429	0.5	0.620689655172414	0.461538461538462	0.411764705882353	0.572399728076139	0.42156862745098	0.527964205816555	0.55255752358881
Pcbp3	chr10	76761853	76961947	-	200095	0.445147328117197	0.446390431439556	0.450199203187251	0.447988904299584	0.469368520263902	0.457857531266993	0.468475991649269	0.448565121412804	0.49037037037037	0.47655847501288	0.487973909498573	0.481179138321995	0.466012084592145	0.475566750629723	0.471306923361718	0.488095238095238
Slc19a1	chr10;chr10	77032738;77033211	77050432;77050432	+;+	17695	0.587349397590361	0.598290598290598	0.557553956834532	0.616236162361624	0.688442211055276	0.554973821989529	0.508849557522124	0.577114427860697	0.582010582010582	0.53125	0.635802469135803	0.639175257731959	0.581632653061224	0.583941605839416	0.717948717948718	0.509803921568627
Col18a1	chr10;chr10	77052178;77052178	77113705;77166530	-;-	114353	0.621497281472187	0.674911660777385	0.605623471882641	0.646634615384615	0.598339387649196	0.618309339239572	0.598599766627771	0.600895679662803	0.575243594370263	0.5645872715816	0.561140819964349	0.539972432804962	0.480809490579204	0.551724137931034	0.544554455445545	0.512632978723404
Pofut2	chr10	77259299	77269586	+	10288	0.568181818181818	0.563106796116505	0.5625	0.529100529100529	0.478632478632479	0.495238095238095	0.454545454545455	0.50828729281768	0.476744186046512	0.444444444444444	0.473988439306358	0.416666666666667	0.442953020134228	0.457142857142857	0.47098976109215	0.429292929292929
Adarb1	chr10;chr10;chr10;chr10	77290726;77290726;77290726;77290726	77418273;77418273;77418273;77418273	-;-;-;-	127548	0.498926270579814	0.5	0.514370245139476	0.478901881037112	0.493975903614458	0.473758865248227	0.441696113074205	0.495778045838359	0.439393939393939	0.452905811623247	0.446464646464646	0.518763796909492	0.526027397260274	0.492647058823529	0.462719298245614	0.464
Fam207a	chr10	77486654	77515813	-	29160	0.521588946459413	0.456521739130435	0.522603978300181	0.520689655172414	0.462365591397849	0.453521126760563	0.504672897196262	0.54020618556701	0.489559164733179	0.548009367681499	0.530892448512586	0.485632183908046	0.495548961424332	0.514745308310992	0.540609137055838	0.504643962848297
Pttg1ip	chr10	77581766	77598732	+	16967	0.536044362292052	0.548387096774194	0.519515477792732	0.584097859327217	0.552699228791774	0.569023569023569	0.534521158129176	0.527322404371585	0.510989010989011	0.51219512195122	0.441558441558442	0.502835538752363	0.476744186046512	0.502202643171806	0.497076023391813	0.506129597197898
Sumo3	chr10	77606233	77618331	+	12099	0.53041825095057	0.502958579881657	0.529045643153527	0.608571428571429	0.623126338329764	0.541899441340782	0.571428571428571	0.524590163934426	0.544025157232704	0.536082474226804	0.489878542510121	0.538709677419355	0.573333333333333	0.534562211981567	0.502702702702703	0.505813953488372
Ube2g2	chr10	77622320	77645990	+	23671	0.593272171253823	0.527586206896552	0.618487394957983	0.553054662379421	0.584848484848485	0.545762711864407	0.551558752997602	0.584450402144772	0.49	0.596256684491979	0.541935483870968	0.523456790123457	0.546762589928058	0.514511873350924	0.505291005291005	0.5
Tspear	chr10	77686568	77886769	+	200202	0.375	0.444444444444444	0.464646464646465	0.378378378378378	0.3	0.379310344827586	0.6875	0.5	0.391304347826087	0.592592592592593	0.53125	0.441176470588235	0.5	0.36	0.477272727272727	0.444444444444444
Lrrc3	chr10	77897575	77902536	-	4962	0.454545454545455	0	0.466666666666667	0.307692307692308	0.375	0.333333333333333	0.515151515151515	0.517241379310345	0.230769230769231	0.583333333333333	0.458333333333333	0.551724137931034	0.464285714285714	0.466666666666667	0.523809523809524	0.56
1810043G02Rik	chr10	77978649	77985438	+	6790	0.514705882352941	0.461538461538462	0.517857142857143	0.461538461538462	0.5625	0.486486486486487	0.466666666666667	0.41304347826087	0.458333333333333	0.444444444444444	0.524590163934426	0.508474576271186	0.446153846153846	0.577464788732394	0.492307692307692	0.4
Pfkl	chr10	77986948	78009796	-	22849	0.496360989810771	0.434782608695652	0.481553398058252	0.467391304347826	0.436950146627566	0.461538461538462	0.48804780876494	0.490990990990991	0.453055141579732	0.482112436115843	0.508680555555556	0.505827505827506	0.513784461152882	0.545685279187817	0.472361809045226	0.492857142857143
Dnmt3l	chr10;chr10;chr10;chr10;chr10;chr10	78042286;78049841;78049958;78055334;78055334;78055334	78063622;78063622;78063622;78063622;78063622;78063622	+;+;+;+;+;+	21337	0.528708133971292	0.461095100864553	0.469244288224956	0.517298187808896	0.523727351164797	0.460691823899371	0.516611295681063	0.451263537906137	0.504237288135593	0.410828025477707	0.380952380952381	0.41025641025641	0.764705882352941	0.337662337662338	0.285714285714286	0
Icosl	chr10	78069367	78079525	+	10159	0.491582491582492	0.470023980815348	0.51150895140665	0.44969512195122	0.43509272467903	0.485333333333333	0.461340206185567	0.49047619047619	0.56	0.451515151515152	0.619047619047619	0.505376344086022	0.444444444444444	0.576086956521739	0.574074074074074	0.7
D10Jhu81e	chr10	78162066	78169768	-	7703	0.504716981132076	0.53448275862069	0.570707070707071	0.492248062015504	0.55625	0.574468085106383	0.534391534391534	0.47887323943662	0.551515151515152	0.58974358974359	0.542483660130719	0.552238805970149	0.496688741721854	0.544715447154472	0.570422535211268	0.560693641618497
Pwp2	chr10	78170909	78185149	-	14241	0.429394812680115	0.495145631067961	0.544061302681992	0.487562189054726	0.465870307167235	0.537275064267352	0.509090909090909	0.507662835249042	0.487179487179487	0.534278959810875	0.46177370030581	0.478827361563518	0.447257383966245	0.525835866261398	0.442148760330579	0.460732984293194
Trappc10	chr10	78186725	78244642	-	57918	0.543201133144476	0.57120253164557	0.575660528422738	0.525179856115108	0.545652173913043	0.500583430571762	0.536013400335008	0.536380597014925	0.540279269602578	0.527494908350306	0.534653465346535	0.546268656716418	0.487784330244313	0.488667271078876	0.517940717628705	0.495480690221857
Agpat3	chr10	78271562	78351700	-	80139	0.681652490886999	0.67536231884058	0.682352941176471	0.721280602636535	0.751724137931034	0.737588652482269	0.731448763250883	0.633495145631068	0.60431654676259	0.623809523809524	0.628058727569331	0.695937090432503	0.526495726495727	0.578703703703704	0.542553191489362	0.467680608365019
Rrp1	chr10	78400361	78413043	-	12683	0.537931034482759	0.583673469387755	0.578947368421053	0.614718614718615	0.572972972972973	0.52212389380531	0.60093896713615	0.507462686567164	0.533589251439539	0.51508120649652	0.503067484662577	0.567627494456763	0.54337899543379	0.522248243559719	0.516806722689076	0.530201342281879
Cstb	chr10	78425669	78427622	+	1954	0.590909090909091	0.60377358490566	0.542372881355932	0.660714285714286	0.692307692307692	0.609756097560976	0.386363636363636	0.6875	0.48780487804878	0.384615384615385	0.558823529411765	0.592592592592593	0.489130434782609	0.4	0.532258064516129	0.492537313432836
Pdxk	chr10	78436746	78464948	-	28203	0.486910994764398	0.54726368159204	0.533692722371968	0.529411764705882	0.51004016064257	0.610778443113772	0.568888888888889	0.530434782608696	0.541125541125541	0.557575757575758	0.55868544600939	0.615384615384615	0.398148148148148	0.55688622754491	0.525547445255474	0.48936170212766
Ilvbl	chr10	78574499	78584502	+	10004	0.558139534883721	0.518518518518518	0.582278481012658	0.567164179104478	0.625	0.443298969072165	0.60431654676259	0.531034482758621	0.549382716049383	0.584615384615385	0.525641025641026	0.5	0.502702702702703	0.465648854961832	0.466666666666667	0.512096774193548
Syde1	chr10	78584502	78591964	-	7463	0.746031746031746	0.583333333333333	0.696969696969697	0.642857142857143	0.64	0.529411764705882	0.547169811320755	0.551020408163265	0.595238095238095	0.454545454545455	0.495495495495495	0.605263157894737	0.550561797752809	0.452380952380952	0.416	0.560975609756098
Slc1a6	chr10	78780495	78814825	+	34331	0.711538461538462	0.805555555555556	0.617283950617284	0.771428571428571	0.6	0.590909090909091	0.451612903225806	0.64	0.290322580645161	0.388888888888889	0.595238095238095	0.333333333333333	0.333333333333333	0.319444444444444	0.219512195121951	0.227848101265823
2610008E11Rik	chr10	79064373	79097600	-	33228	0.681537405628003	0.709923664122137	0.711111111111111	0.739747634069401	0.634703196347032	0.656375838926174	0.63021582733813	0.624868282402529	0.658566978193146	0.634601579325197	0.631708316263826	0.673024523160763	0.620555914673562	0.651309408341416	0.657477341389728	0.689664883131512
Ppap2c	chr10	79526428	79533787	-	7360	0.581081081081081	0.5	0.59	0.543478260869565	0.617647058823529	0.536585365853659	0.511111111111111	0.321428571428571	0.5	0.491803278688525	0.352272727272727	0.485148514851485	0.392156862745098	0.580246913580247	0.585714285714286	0.491228070175439
Mier2	chr10	79540244	79555091	-	14848	0.512359550561798	0.437956204379562	0.5	0.471186440677966	0.56	0.50188679245283	0.515957446808511	0.535836177474403	0.51063829787234	0.468646864686469	0.504398826979472	0.478405315614618	0.496575342465753	0.531353135313531	0.442508710801394	0.525
Shc2	chr10	79617937	79637918	-	19982	0.4	0.625	0.5	0.484848484848485	0.482142857142857	0.60655737704918	0.552238805970149	0.463768115942029	0.593406593406593	0.6625	0.449438202247191	0.518518518518518	0.396396396396396	0.65	0.431818181818182	0.597014925373134
Tpgs1	chr10	79669409	79676126	+	6718	0.614525139664804	0.683333333333333	0.587209302325581	0.650909090909091	0.736526946107784	0.582608695652174	0.532967032967033	0.585526315789474	0.581560283687943	0.6	0.626506024096386	0.577464788732394	0.636363636363636	0.652173913043478	0.486486486486487	0.636363636363636
Cdc34	chr10	79682194	79688398	+	6205	0.554298642533937	0.47136563876652	0.590452261306533	0.542079207920792	0.512953367875648	0.537931034482759	0.531347962382445	0.502857142857143	0.546474358974359	0.53030303030303	0.512087912087912	0.559681697612732	0.535135135135135	0.517321016166282	0.483240223463687	0.554716981132075
Gzmm	chr10	79689019	79695260	+	6242	0.55793991416309	0.431818181818182	0.595744680851064	0.619718309859155	0.474683544303797	0.493506493506494	0.526041666666667	0.401515151515151	0.507853403141361	0.55625	0.527426160337553	0.418604651162791	0.592592592592593	0.504950495049505	0.537313432835821	0.402298850574713
Bsg	chr10;chr10	79704357;79704357	79711979;79711979	+;+	7623	0.482014388489209	0.523540489642185	0.52191235059761	0.501504513540622	0.533468559837728	0.466257668711656	0.545871559633027	0.527649769585253	0.542035398230089	0.521541950113379	0.483636363636364	0.514450867052023	0.488752556237219	0.522821576763486	0.521235521235521	0.5
Hcn2	chr10	79716633	79736108	+	19476	0.539393939393939	0.518072289156627	0.458128078817734	0.515923566878981	0.459459459459459	0.444444444444444	0.452830188679245	0.461538461538462	0.52	0.541666666666667	0.434782608695652	0.653846153846154	0.454545454545455	0.476190476190476	0.571428571428571	0.722222222222222
Polrmt	chr10	79736124	79746581	-	10458	0.477941176470588	0.464968152866242	0.487179487179487	0.497512437810945	0.493150684931507	0.467105263157895	0.483471074380165	0.476439790575916	0.513513513513513	0.403973509933775	0.50259067357513	0.50920245398773	0.558620689655172	0.476470588235294	0.496774193548387	0.575418994413408
Rnf126	chr10;chr10	79758514;79758514	79766952;79766952	-;-	8439	0.597122302158273	0.657142857142857	0.648854961832061	0.526627218934911	0.545454545454545	0.6	0.517647058823529	0.578947368421053	0.658536585365854	0.5	0.536231884057971	0.63265306122449	0.596491228070175	0.659574468085106	0.596774193548387	0.630769230769231
Palm	chr10;chr10	79793571;79793571	79820896;79820896	+;+	27326	0.514084507042254	0.574803149606299	0.484507042253521	0.555147058823529	0.51937984496124	0.448275862068966	0.537414965986395	0.525862068965517	0.548611111111111	0.487603305785124	0.56221198156682	0.471910112359551	0.508474576271186	0.557377049180328	0.505917159763314	0.490445859872611
E130317F20Rik	chr10	79851376	79854971	-	3596	0.551020408163265	0.525	0.519480519480519	0.56043956043956	0.525641025641026	0.446808510638298	0.48314606741573	0.541666666666667	0.544444444444444	0.533333333333333	0.674418604651163	0.564516129032258	0.59375	0.553191489361702	0.518518518518518	0.62
Ptbp1	chr10;chr10;chr10	79854431;79854431;79854431	79864435;79864435;79864435	+;+;+	10005	0.891611687087653	0.869987849331713	0.86983795086252	0.855921052631579	0.895606785558939	0.891356066613799	0.871727748691099	0.886552296624239	0.887519260400616	0.888575458392102	0.883734939759036	0.906420021762786	0.857450242065627	0.897331786542923	0.86809616634178	0.89453125
BC005764	chr10;chr10;chr10	79860474;79864780;79864780	79874634;79874634;79874634	-;-;-	14161	0.739130434782609	0.5	0.588235294117647	1	0.818181818181818	0.666666666666667	0.571428571428571	0.846153846153846	0.684210526315789	0.588235294117647	0.571428571428571	0.454545454545455	0.48951048951049	0.692307692307692	0.617391304347826	0.57258064516129
Med16	chr10;chr10	79894706;79894706	79908938;79908938	-;-	14233	0.446666666666667	0.490196078431373	0.480874316939891	0.45045045045045	0.4	0.419753086419753	0.441988950276243	0.410958904109589	0.422330097087379	0.413333333333333	0.462121212121212	0.41304347826087	0.412556053811659	0.36986301369863	0.443609022556391	0.46031746031746
R3hdm4	chr10	79910052	79916930	-	6879	0.409090909090909	0.444444444444444	0.567567567567568	0.44	0.516666666666667	0.538461538461538	0.515151515151515	0.404761904761905	0.542857142857143	0.418181818181818	0.430232558139535	0.48	0.510791366906475	0.560606060606061	0.495495495495495	0.530434782608696
Arid3a	chr10;chr10;chr10	79927042;79927042;79927340	79955018;79955018;79955018	+;+;+	27977	0.602739726027397	0.688888888888889	0.460526315789474	0.704081632653061	0.511627906976744	0.538461538461538	0.58	0.51063829787234	0.472222222222222	0.48936170212766	0.503164556962025	0.472573839662447	0.533333333333333	0.493273542600897	0.533834586466165	0.52027027027027
Wdr18	chr10	79960151	79969246	+	9096	0.507537688442211	0.539130434782609	0.588832487309645	0.563829787234043	0.581227436823105	0.531707317073171	0.492957746478873	0.582706766917293	0.495238095238095	0.541850220264317	0.552325581395349	0.529761904761905	0.5625	0.544041450777202	0.554794520547945	0.525423728813559
Tmem259	chr10	79977119	79984330	-	7212	0.552863436123348	0.546341463414634	0.564864864864865	0.525581395348837	0.474358974358974	0.534090909090909	0.560869565217391	0.450236966824645	0.55205047318612	0.5546875	0.481927710843373	0.495689655172414	0.433884297520661	0.472803347280335	0.504347826086956	0.467432950191571
Cnn2	chr10	79988599	79995400	+	6802	0.68	0.866666666666667	0.704918032786885	0.84375	0.52112676056338	0.578947368421053	0.569444444444444	0.454545454545455	0.576271186440678	0.497607655502392	0.515822784810127	0.574603174603175	0.548507462686567	0.517730496453901	0.551319648093842	0.564705882352941
Abca7	chr10	79997614	80015572	+	17959	0.67741935483871	0.734042553191489	0.595238095238095	0.621621621621622	0.714285714285714	0.689655172413793	0.80327868852459	0.7	0.573426573426573	0.617021276595745	0.59047619047619	0.57089552238806	0.530075187969925	0.627218934911243	0.642023346303502	0.56734693877551
Hmha1	chr10;chr10	80016671;80019674	80031471;80031471	+;+	14801	0.564285714285714	0.5	0.53030303030303	0.545871559633027	0.475471698113208	0.376623376623377	0.490963855421687	0.41692789968652	0.518518518518518	0.492105263157895	0.422096317280453	0.468571428571429	0.381294964028777	0.441780821917808	0.380434782608696	0.271739130434783
Polr2e	chr10	80035952	80039659	-	3708	0.652892561983471	0.5	0.617391304347826	0.564935064935065	0.553191489361702	0.46	0.48936170212766	0.511363636363636	0.434782608695652	0.453846153846154	0.477477477477477	0.496240601503759	0.482758620689655	0.510204081632653	0.517647058823529	0.516666666666667
Gpx4	chr10;chr10;chr10	80047165;80053487;80054018	80056439;80056439;80056439	+;+;+	9275	0.718978102189781	0.712230215827338	0.730232558139535	0.748251748251748	0.551020408163265	0.414634146341463	0.5	0.529411764705882	0.443661971830986	0.412844036697248	0.486725663716814	0.519480519480519	0.473684210526316	0.445945945945946	0.535211267605634	0.538461538461538
Sbno2	chr10	80057013	80102702	-	45690	0.491258741258741	0.5	0.505119453924915	0.521428571428571	0.520446096654275	0.506024096385542	0.523622047244094	0.53021978021978	0.483483483483483	0.511737089201878	0.552795031055901	0.470308788598575	0.5	0.501216545012166	0.53027139874739	0.51063829787234
Stk11	chr10	80116535	80130470	+	13936	0.558219178082192	0.469945355191257	0.493288590604027	0.538860103626943	0.474916387959866	0.512727272727273	0.486772486772487	0.459119496855346	0.468531468531469	0.540441176470588	0.505154639175258	0.483870967741935	0.547619047619048	0.564315352697095	0.520912547528517	0.545081967213115
Dos	chr10;chr10	80130433;80130433	80137387;80139367	-;-	8935	0.524590163934426	0.488888888888889	0.519230769230769	0.522935779816514	0.574468085106383	0.458333333333333	0.575	0.5375	0.523076923076923	0.46031746031746	0.638297872340426	0.5	0.551020408163265	0.54	0.68	0.477272727272727
Atp5d	chr10	80142314	80145818	+	3505	0.591954022988506	0.6	0.546875	0.606334841628959	0.455128205128205	0.585034013605442	0.479041916167665	0.604519774011299	0.575581395348837	0.468354430379747	0.525714285714286	0.545454545454545	0.605442176870748	0.552941176470588	0.493421052631579	0.608333333333333
