Geneid	Halftime	Starts_numeric	Dist_Xist	InitialTPM	Distance_Xist	Expression_group	SilencingRate	SmcHD1_dependence
Mum1l1	14.2505180183173	139210043	35726810	15.1620361852271	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Naa10	49.4640571624833	73916869	29566364	53.4495226588295	neartoXist	mediumexpressed	slowsilencing	NA
Ndufb11	50.8883192252563	20615325	82867908	59.4238159602932	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Nhs	15.059060000145	161836429	58353196	18.7281951997562	farfromXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Nhsl2	13.6521302203462	101849384	1633849	2.96576688670954	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Nkap	64.2330069315359	37126762	66356471	114.50170446909	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Nono	31.1997705749747	101429650	2053583	767.121081040777	neartoXist	highexpressed	mediumsilencing	MEF_escapee
Nrk	16.5568375829242	138914429	35431196	2.88894984071934	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Nsdhl	34.1428418938372	72918520	30564713	94.0947710209671	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Nudt11	39.5101209005404	6047506	97435727	38.0823463634251	farfromXist	mediumexpressed	slowsilencing	NA
Nup62cl	20.4958454412424	140007672	36524439	226.001427825928	intermediatedistXist	highexpressed	fastsilencing	NA
Nxt2	31.5136502851591	142226769	38743536	55.0962119718805	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Ocrl	27.8603991852317	47912455	55570778	89.569479439829	farfromXist	mediumexpressed	mediumsilencing	MEF_escapee
Ofd1	48.5658162858093	166390032	62906799	213.489393978769	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Ogt	67.9533075168016	101640050	1843183	380.962180889504	neartoXist	highexpressed	slowsilencing	SmcHD1_dependent
Ophn1	18.8382513996558	98557514	4925719	29.2684685330308	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Otud5	55.70980038068	7841830	95641403	52.5330422067382	farfromXist	mediumexpressed	slowsilencing	MEF_escapee
Pak3	17.6042540799244	143518590	40035357	7.50984442901644	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Pbdc1	69.3263942831351	105079755	1596522	166.85683492924	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Pcdh11x	35.572126494957	120290326	16807093	0.846638303914919	neartoXist	lowexpressed	mediumsilencing	NA
Pcyt1b	23.4923402893768	93654862	9828371	30.7380270169911	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Pdha1	34.1328060258472	160122218	56638985	637.287554840726	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Pdk3	22.6368451181545	93764615	9718618	250.112908586942	neartoXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Pdzd11	31.903557419471	100622905	2860328	113.128082166853	neartoXist	highexpressed	mediumsilencing	SmcHD1_dependent
Pdzd4	32.7499797230031	73793356	29689877	50.0366388550966	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Pfkfb1	13.6888390815122	150589920	47106687	30.8583013502717	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Pgk1	20.1996065136621	106187099	2703866	188.788856940383	neartoXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Pgrmc1	25.8844179447278	36598224	66885009	637.919030626991	farfromXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Phex	37.9491720901146	157162074	53678841	0.13415775509872	intermediatedistXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Phf6	22.8559819133378	52912213	50571020	171.873571952635	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Phf8	48.3816416762838	151520671	48037438	33.5324900010997	intermediatedistXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Phka1	16.6222521636761	102513974	969259	39.7755171882368	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Phka2	37.2672632350924	160502165	57018932	51.6047955830319	farfromXist	mediumexpressed	mediumsilencing	MEF_escapee
Piga	57.006124003016	164419786	60936553	139.402269511602	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Pim2	44.8321260891395	7878305	95604928	8.42620726244551	farfromXist	lowexpressed	slowsilencing	SmcHD1_dependent
Pin4	54.807658298931	102119464	1363769	51.859087595015	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Pir	33.1960324503185	164269430	60786197	182.613437467253	farfromXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Pja1	32.3851756989284	99465733	4017500	45.3831859347092	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Plp1	27.4729415402406	136822745	33339512	36.0407711777135	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Plp2	33.7302399039024	7668115	95815118	25.9358018706477	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Pls3	18.1503285769938	75785653	27697580	86.6678277685522	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Plxna3	29.2354057311332	74329065	29154168	1.8251661750731	neartoXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Pnma5	NA	73033980	30449253	85.2908909484121	intermediatedistXist	mediumexpressed	NA	NA
Pola1	39.1759704349076	93304765	10178468	489.866482627931	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Porcn	47.7963706872801	8193849	95289384	6.58131202486378	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Ppp1r3f	40.6857853243876	7558561	95924672	2.74019194824733	farfromXist	lowexpressed	slowsilencing	SmcHD1_dependent
Pqbp1	66.3991472860761	7894518	95588715	27.0925250635831	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Praf2	44.9841242895025	7728570	95754663	42.0302777894943	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Prdx4	29.5568253935396	155323919	51840686	263.654546959944	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Prkx	36.371220799517	77762029	25721204	49.7444780503682	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Prps1	30.360478735496	140456602	36973369	689.454155717253	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Prps2	30.3567895431031	167346332	63863099	253.834264995772	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Prrg1	22.0790006668195	78449609	25033624	33.0153459100081	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Prrg3	15.9959024691989	71963020	31520213	12.1239423960794	intermediatedistXist	lowexpressed	fastsilencing	NA
Psmd10	47.7253951661402	140948424	37465191	113.543651963664	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_dependent
Ptchd1	22.7609711086941	155569735	52086502	12.3847390408265	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Rab9	64.6829893822181	166457251	62974018	858.313828465567	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Rai2	29.426597480275	161717035	58233802	0.515579889396076	farfromXist	lowexpressed	mediumsilencing	NA
Rbbp7	27.5706663634959	162760371	59277138	1229.78656809756	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Rbm10	56.8210844862142	20617502	82865731	28.7794253646029	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Rbm3	55.3326474358406	8138974	95344259	175.085368532566	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Rbm41	42.6417699620533	139889510	36406277	105.125663892831	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_dependent
Rbmx	20.3823771946887	57383347	46099886	70.5438912220183	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Rbmx2	30.6512918279907	48695003	54788230	57.0866736675172	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Renbp	49.0496052873712	73922120	29561113	91.4635815016344	neartoXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Reps2	20.6835284576914	162411951	58928718	8.2656528706013	farfromXist	lowexpressed	fastsilencing	NA
Ribc1	30.5829741800166	152004583	48521350	7.25529771846965	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_dependent
Rlim	15.8302204235933	103957166	473933	533.682311915374	neartoXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Rnf128	18.0499999024019	139563339	36080106	155.530073607846	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Rp2h	38.3194787441882	20364480	83118753	224.477407580645	farfromXist	highexpressed	slowsilencing	NA
Rpgr	69.1698302267901	10158215	93325018	76.0119331654476	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Rpl10	46.3167491272765	74270815	29212418	407.521737799714	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Rps4x	32.1031888875673	102184942	1298291	2400.60141085057	neartoXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Rps6ka3	39.0770828755375	159255781	55772548	104.17021197109	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Rps6ka6	23.6455754937545	111387836	7904603	498.24643040855	neartoXist	highexpressed	fastsilencing	NA
Rragb	12.6304950750972	153139957	49656724	229.051598514115	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Sat1	32.2141511137099	155213125	51729892	482.171038732069	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Scml2	40.4458240497871	161162749	57679516	70.3892354321336	farfromXist	mediumexpressed	slowsilencing	SmcHD1_not_dependent
Sh3bgrl	17.4203181536767	109095406	5612173	253.508231878907	neartoXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Sh3kbp1	24.6718922050775	159627271	56144038	9.55271382703608	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Shroom2	23.2753869108566	152609508	49126275	64.0468999566904	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Shroom4	36.8884588303752	6400144	97083089	16.3386428608333	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Siah1b	60.2105266263271	164070702	60587469	193.58372462939	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Slc16a2	12.0217833486362	103697413	214180	2.75287661993203	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Slc25a14	27.3458656413761	48623577	54859656	32.2229141806802	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Slc25a5	NA	36795651	66687582	3694.29674217854	farfromXist	highexpressed	NA	SmcHD1_not_dependent
Slc25a53	39.7112054322896	136981115	33497882	63.0859944555316	intermediatedistXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Slc35a2	55.2348015724784	7884243	95598990	6.66778676849909	farfromXist	lowexpressed	slowsilencing	SmcHD1_dependent
Slc6a8	47.5159676397044	73673132	29810101	74.5329492494444	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Slc7a3	30.6343654635194	101079220	2404013	109.919501384694	neartoXist	highexpressed	mediumsilencing	SmcHD1_dependent
Slc9a6	29.3543604371319	56609834	46873399	33.0370504359709	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Slc9a7	35.9840137641318	20105754	83377479	18.9588059644852	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Smarca1	16.3207854117273	47809369	55673864	64.7812717048776	farfromXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Smc1a	43.9791755306989	152016427	48533194	149.322403409679	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Sms	38.5712548609776	157443953	53960720	269.814879955542	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Snx12	34.3628510446097	101097785	2385448	126.04943480215	neartoXist	highexpressed	mediumsilencing	SmcHD1_dependent
Spin4	18.2801659950968	95022506	8460727	18.0677416326683	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Ssr4	65.1028757597945	73787027	29696206	72.2127349265929	neartoXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Stag2	31.5386372351092	42149411	61333822	370.059520130579	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Stard8	16.554008680816	99042580	4440653	27.9692792314498	neartoXist	mediumexpressed	fastsilencing	NA
Suv39h1	64.2750737712419	8061170	95422063	37.0871207500421	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Syap1	49.0783230659366	162856842	59373609	244.43348702445	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Syn1	29.6263522055171	20860510	82622723	7.62644231913214	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Sytl5	35.158022067773	9885620	93597613	3.03598163045649	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Tab3	33.2956921394481	85574021	17909212	115.165705330722	neartoXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Taf1	85.6858734471546	101532734	1950499	230.447558920015	neartoXist	highexpressed	slowsilencing	SmcHD1_dependent
Taf9b	20.0996035219087	106206873	2723640	15.0171300272555	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Taz	40.5676672918611	74282717	29200516	68.1809258842379	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Tbc1d25	54.3103372384707	8154471	95328762	8.47237167341503	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Tbc1d8b	24.1021442837319	139684995	36201762	23.1383037290311	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Tbl1x	22.2741275513531	77511226	25972007	230.557068693036	neartoXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Tceal8	13.6686009677553	136168983	32685750	357.871216724452	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Tceanc	63.8920933103967	166499814	63016581	62.1135794639194	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Tex11	18.0021484161109	100838647	2644586	29.0168189605237	neartoXist	mediumexpressed	fastsilencing	NA
Tfe3	50.3264278778148	7762660	95720573	15.0200214979208	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Thoc2	35.3286177732833	41794993	61688240	502.133411592381	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Timm17b	49.7924851548966	7899397	95583836	13.7502423080217	farfromXist	lowexpressed	slowsilencing	SmcHD1_dependent
Timp1	23.2045039120933	20870165	82613068	28.694627709501	farfromXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Tmem164	20.5139334125571	142681399	39198166	11.5708502972945	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Tmem29	39.0687141999727	150397772	46914539	54.4613048834332	intermediatedistXist	mediumexpressed	slowsilencing	MEF_escapee
Tmem47	44.2318087097566	81070643	22412590	207.788370443652	neartoXist	highexpressed	slowsilencing	SmcHD1_not_dependent
Tmsb15l	12.7155098511125	136954987	33471754	7.79624615699943	intermediatedistXist	lowexpressed	fastsilencing	NA
Tmsb4x	23.271632321079	167207093	63723860	1367.66738367207	farfromXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Trappc2	50.5405085067593	166440824	62957591	110.545180803125	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Trmt2b	35.6973547914403	134222954	30739721	26.3733143774925	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Tro	17.517114215493	150644709	47161476	12.3774612900872	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Trpc5os	19.1028672755554	144456581	40973348	0.361093092042826	intermediatedistXist	lowexpressed	fastsilencing	NA
Tsc22d3	20.4433350212081	140539528	37056295	11.1221026365574	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Tsix	NA	103431516	51717	64.8489104980556	neartoXist	mediumexpressed	NA	NA
Tspan7	29.1315477334815	10485115	92998118	96.2516739470337	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Tspyl2	28.3375257678423	152336851	48853618	22.8327488973463	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Tsr2	35.7473216792748	151087093	47603860	34.408351961575	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Txlng	55.030485444602	162778916	59295683	180.191254169954	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Uba1	54.0221613112824	20658301	82824932	62.9097413958427	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Ubl4	32.6009362780238	74365717	29117516	14.8449624709981	neartoXist	lowexpressed	mediumsilencing	NA
Ubqln2	36.801148671541	153498231	50014998	43.7632020527092	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Upf3b	52.8588924032976	37091833	66391400	401.042167488116	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Uprt	10.1727936436841	104482781	999548	22.6753148118746	neartoXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Usp11	43.9372625363723	20703908	82779325	89.6641056286973	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Usp9x	58.1764383469275	13071497	90411736	633.961701763815	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Utp14a	51.1435719306638	48256933	55226300	323.135613032808	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Uxt	54.1788419719852	20951664	82531569	127.211817545629	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Vbp1	42.8830899558267	75514296	27968937	3376.04674309207	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Vma21	44.9932081330086	71816079	31667154	92.9313118693074	intermediatedistXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Wbp5	20.0540176019448	136245079	32761846	2830.47372879337	intermediatedistXist	highexpressed	fastsilencing	NA
Wdr13	50.6780929899872	8123300	95359933	24.2613617866758	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Wdr44	96.2140573774832	23693116	79790117	73.1599587694886	farfromXist	mediumexpressed	slowsilencing	NA
Wdr45	52.2674687729951	7722219	95761014	35.9968164952338	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Wnk3	28.9283988530236	151198077	47714844	56.8206715106394	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Xiap	34.7992913928431	42067835	61415398	185.146532972433	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Xist	NA	103460372	22861	4.22533228767406	neartoXist	lowexpressed	NA	MEF_escapee
Xk	64.2462358364984	9272783	94210450	24.6281563609448	farfromXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Xpnpep2	14.1246526167401	48108724	55374509	3.46078296561045	farfromXist	lowexpressed	fastsilencing	NA
Yipf6	47.9183768826511	98937780	4545453	73.3298139209489	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zbtb33	37.9062943097584	38189792	65293441	27.6816875946266	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Zc3h12b	18.6334229560082	95711677	7771556	7.80071606564303	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Zc4h2	21.0993913428498	95639193	7844040	35.8518623142576	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Zcchc16	27.5443392554349	144688906	41205673	2.47299582281432	intermediatedistXist	lowexpressed	mediumsilencing	NA
Zdhhc15	13.1039984609782	104536969	1053736	26.3051892392757	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Zdhhc9	21.387229118681	48171970	55311263	16.0608902467177	farfromXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Zfp182	57.39066890164	21026183	82457050	62.5109216175387	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zfp185	22.0735395392886	72987338	30495895	85.2476632080284	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Zfp275	35.0444443064786	73342619	30140614	57.6479600578177	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Zfp280c	19.6189081112921	48541625	54941608	118.613705501395	farfromXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Zfp300	23.6900534287352	21079149	82404084	5.49653765126366	farfromXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Zfp449	30.3214042555683	56346399	47136834	70.8458077746329	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Zfx	46.4164321488575	94074630	9408603	86.6204698343393	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Zic3	27.9858772255486	58030627	45452606	211.490563965652	intermediatedistXist	highexpressed	mediumsilencing	NA
Zmat1	23.7949798634147	134971372	31488139	2.4362805575779	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Zmym3	31.6758311144311	101404383	2078850	10.9412340712931	neartoXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Zrsr2	59.5851373890907	163935442	60452209	109.175933300361	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Zxda	25.9965851653645	94791284	8691949	6.04542260889729	neartoXist	lowexpressed	mediumsilencing	NA
Zxdb	21.1050349983266	94724568	8758665	13.0158294368599	neartoXist	lowexpressed	fastsilencing	SmcHD1_dependent
