Geneid	Chr	Start	End	Strand	Length	0h	24h	48h	72h	120h	168h	NPC
Hcfc1	chrX	73942791	73966357	-	23567	0.497642177227962	0.351658180845702	0.240753798175866	0.150254572178871	0.0730406505311234	0.0450520756440829	0.0074763339070568
Irak1	chrX;chrX;chrX;chrX;chrX	74013913;74013913;74013913;74013913;74013917	74023921;74023921;74023918;74023921;74023921	-;-;-;-;-	10009	0.508782395439783	0.349241329055158	0.233760683760684	0.121625996216907	0.0337209200130074	0.0268767276259532	0.00735294117647059
Mecp2	chrX;chrX	74026823;74026823	74085636;74085593	-;-	58814	0.495450566498639	0.375994829789706	0.267477843728678	0.157403114247739	0.0641959506210166	0.042385697108749	0.00505758620846754
Flna	chrX;chrX	74223460;74223460	74246534;74246534	-;-	23075	0.464106517455508	0.232164262964013	0.146343658282406	0.0666221433637028	0.0342697500239763	0.0147945798975152	0.00234705626846406
Emd	chrX	74254686	74257893	+	3208	0.475274725274725	0.352573529411765	0.168546365914787	0.133519083755706	0.0419257607663405	0.0404377833955299	0
Rpl10	chrX	74270815	74273135	+	2321	0.3670760979079	0.268894575362728	0.217648274577479	0.118468101839055	0.0496086868055245	0.0255472232493202	0.00147058823529412
Dnase1l1	chrX;chrX	74273216;74273216	74281736;74282333	-;-	9118	0.503289473684211	0.15	0.178947368421053	0.0392156862745098	0.0208333333333333	0.0158730158730159	0
Taz	chrX;chrX;chrX;chrX;chrX	74282717;74282717;74282717;74282717;74282717	74290151;74290151;74290151;74290151;74290151	+;+;+;+;+	7435	0.439637509850276	0.292155425219941	0.175672514619883	0.117512249091196	0.0743731622560813	0.0357182940516274	0.00568181818181818
Atp6ap1	chrX	74297096	74304721	+	7626	0.803445884170371	0.799022192924632	0.761694696619369	0.691787257922648	0.7038035527797	0.698702053467648	0.712744360902256
Gdi1	chrX	74305011	74311867	+	6857	0.475742342763619	0.357524909835565	0.190164369034995	0.120595091183326	0.0466593842294777	0.0413673921445439	0.00400460371765967
Fam50a	chrX	74313032	74320149	+	7118	0.549269134158521	0.444128787878788	0.23838961038961	0.152790661719233	0.067069941013603	0.0663012843463971	0
Plxna3	chrX	74329065	74344689	+	15625	0.424690382081686	0.262088410681877	0.132070035460993	0.0690754571157561	0.0308158077554629	0	0.0075187969924812
Lage3	chrX	74352161	74353618	-	1458	0.413381123058542	0.291666666666667	0.233333333333333	0.1046918767507	0.0707070707070707	0.0175438596491228	0
Ubl4	chrX;chrX	74365717;74365717	74368548;74368548	-;-	2832	0.442307692307692	0.355098389982111	0.111428571428571	0.0940578189660197	0.0256410256410256	0.0391288298265042	0
Fam3a	chrX	74384719	74393139	-	8421	0.314903846153846	0.335100742311771	0.14996964177292	0.0679000429000429	0.00775193798449612	0.022068511198946	0
Ikbkg	chrX;chrX;chrX;chrX;chrX;chrX;chrX	74393290;74393290;74424611;74424611;74429314;74429680;74429680	74453778;74453778;74453778;74453778;74453778;74453778;74453778	+;+;+;+;+;+;+	60489	0.532764005825677	0.401707653466735	0.282758742058673	0.191940199165451	0.0845738379585203	0.0574218532583304	0.00421254587921255
G6pdx	chrX	74409485	74429161	-	19677	0.433652268999453	0.26671335200747	0.13845992068261	0.0945465555883751	0.0437452474695416	0.0429737140615272	0.00769230769230769
Gab3	chrX	74988544	75084905	-	96362	0.32984441301273	0.193965049386736	0.0740639269406393	0.0152777777777778	0.0226244343891403	0	0.0111111111111111
Dkc1	chrX	75095853	75109776	+	13924	0.560314662129676	0.508684482701098	0.327088476247061	0.194211118366582	0.0856493466970493	0.0501900793650794	0.0189803511219626
Mpp1	chrX	75109732	75130949	-	21218	0.368698575903974	0.232021857923497	0.153455694500471	0.0862187471783516	0.0261428009865056	0.0230662718151679	0
F8	chrX;chrX;chrX	75172714;75172714;75172714	75380041;75380041;75380041	-;-;-	207328	0.19905401956889	0.082212067666995	0.0657681465821001	0.0407729625810995	0.0108144259030687	0.0044570968484012	0.00148809523809524
Fundc2	chrX	75382398	75397158	+	14761	0.488574938574939	0.301871313044497	0.181012396694215	0.0781136685159166	0.0345535469648389	0.00652228976697062	0
Mtcp1	chrX;chrX	75404846;75410441	75416543;75416543	-;-	11698	0.471705850191361	0.352899467249243	0.24503321989953	0.144696185547249	0.0474266247379455	0.024762919037856	0.00621890547263682
Brcc3	chrX;chrX;chrX	75416627;75416627;75416627	75455701;75454001;75454001	+;+;+	39075	0.452542932628798	0.388140959800384	0.309895055019698	0.171434554798599	0.0492596931393366	0.0351159640881985	0.00353565705128205
Vbp1	chrX	75514296	75534946	+	20651	0.440741376938087	0.352041907205474	0.216903410435311	0.125544212640097	0.0522578729030342	0.0424601480496792	0.0114538819169608
4933407K13Rik	chrX	75725457	75764699	-	39243	0.529723000311236	0.32126390474272	0.163948963517052	0.0990184818278948	0.0760845966944745	0.0350382698050849	0.029288594095461
Pls3	chrX;chrX;chrX	75785653;75785653;75785653	75874574;75843021;75875170	-;-;-	89518	0.535946376956045	0.213300664554146	0.0812997486384583	0.0342384442038155	0.0237855283999063	0.0166983305016899	0.0148431338540934
Tbl1x	chrX	77511226	77660265	+	149040	0.451471618001262	0.188381058500069	0.116317258018097	0.0526807912583059	0.0139451425434744	0.00759226115282832	0.00191186565198857
Prkx	chrX	77762029	77795960	-	33932	0.454037651605399	0.322982714725982	0.229968930509365	0.097496645666378	0.018977128567124	0.018656372276625	0.00978270095917155
Prrg1	chrX;chrX;chrX	78449609;78449609;78449609	78583805;78583897;78583897	-;-;-	134289	0.455137990914163	0.242403278165079	0.0902068932322405	0.0332882816688789	0.0126856378724798	0.00785646092011136	0.00704203551603001
Gm8787	chrX	79330512	79358068	-	27557	0.297058823529412	0.100931677018634	0.0172413793103448	0.0104166666666667	0.00680272108843537	0	0
Gm7173	chrX	79482567	79517285	-	34719	0.446286472148541	0.22027972027972	0.0579545454545455	0.0654984016274339	0.023624953857512	0	0
Mageb16	chrX;chrX	79623230;79623230	79671435;79635582	-;-	48206	0.10408547008547	0.0235858096794367	0.0226089558192879	0.0070413193613002	0.00540244969378828	0.00326797385620915	0
Tmem47	chrX	81070643	81097875	+	27233	0.397864408921463	0.258547334663599	0.224379181069322	0.134519725272526	0.0444282579621891	0.0148179759230508	0.00415202397702274
Dmd	chrX	82948869	85205050	+	2256182	0.474264202970547	0.186373477968778	0.0916777779800907	0.0488169210443938	0.0235588356847451	0.0241514919851398	0.00973257228190014
Tab3	chrX	85574021	85634469	+	60449	0.441028430244655	0.259958089992703	0.172592211934867	0.0941622135431303	0.0317746632618332	0.0221273332861316	0.00406953482803459
Gyk	chrX;chrX	85701936;85701936	85776819;85776819	-;-	74884	0.329576798962571	0.13815110482126	0.0819892604822984	0.0400764110233038	0.0125305703313028	0.00464343618964922	0.00143472022955524
Pola1	chrX	93304765	93632155	-	327391	0.414111142495347	0.267323852175441	0.207178249058416	0.112642349456192	0.0346244450296949	0.0185848027723493	0.00332368873792037
Pcyt1b	chrX;chrX	93654862;93675111	93749948;93749948	+;+	95087	0.431892374775421	0.207951494117123	0.12498548402081	0.0362267138986816	0.0121847611961491	0.0147706391689097	0.0112009544008484
Pdk3	chrX	93764615	93832095	-	67481	0.454526761359769	0.2398879033229	0.0963458815933788	0.038548799583319	0.0157450435713098	0.00755663784340873	0.00676211024159536
Zfx	chrX;chrX	94074630;94074630	94123407;94123407	-;-	48778	0.338491235969511	0.275171719938165	0.198766649832713	0.0986829238394559	0.0494848897249866	0.0334364882432983	0.0104389447333153
Eif2s3x	chrX	94188708	94212651	-	23944	0.590442579248597	0.562627290069964	0.442716044860751	0.371492466551838	0.298132658753879	0.310554731204066	0.352544905893738
Klhl15	chrX;chrX;chrX;chrX	94234929;94234929;94234929;94234929	94255968;94273515;94255968;94255968	+;+;+;+	38587	0.503020308554722	0.266027309494254	0.103352490421456	0.0365695963393332	0.0333162674628788	0.014878494441115	0.00197628458498024
Apoo	chrX;chrX;chrX;chrX	94367109;94367153;94367153;94367153	94417092;94417092;94417092;94417092	+;+;+;+	49984	0.444678064885003	0.32736759085118	0.219475048115538	0.118129207347803	0.0562549012328685	0.0284633137022732	0.00235849056603774
Gm14827	chrX	94442731	94447727	+	4997	0.447772657450077	0.29180602006689	0.156153846153846	0.0907407407407407	0	0.0133333333333333	0
Maged1	chrX	94535473	94542074	-	6602	0.42051393728223	0.220168502505338	0.100142825752582	0.0414613223530421	0.00731521564854898	0.00552081730477802	0
Gspt2	chrX	94636068	94638561	+	2494	0.494604316546763	0.310833234562048	0.178326810176125	0.0511904761904762	0.00952380952380952	0.0132337526205451	0
Zxdb	chrX	94724568	94730191	+	5624	0.507002801120448	0.355263157894737	0	0.0325396825396825	0.0119047619047619	0.0375494071146245	0
Zxda	chrX	94791284	94798289	-	7006	0.418729096989967	0.295138888888889	0.108108108108108	0.0324283559577677	0	0.016260162601626	0.0208333333333333
Spin4	chrX	95022506	95026682	-	4177	0.454471544715447	0.223278985507246	0.0121951219512195	0.0404761904761905	0.0303030303030303	0	0
Arhgef9	chrX;chrX;chrX	95048934;95048934;95048934	95166539;95166539;95166539	-;-;-	117606	0.463201360213748	0.142169728783902	0.0595238095238095	0.0174037801759092	0.00582813182970539	0.00434123823772555	0.00136612021857923
Amer1	chrX	95420313	95444840	-	24528	0.472579269368786	0.23792371237977	0.0837428337428337	0.0223986612993821	0.00870112934813467	0.00609243697478992	0
Zc4h2	chrX;chrX;chrX	95639193;95639193;95639193	95658509;95658509;95658509	-;-;-	19317	0.391211323238973	0.26257253384913	0.0365853658536585	0	0.0182310914018231	0.00740740740740741	0.0333655705996132
Zc3h12b	chrX	95711677	95927970	+	216294	0.330692360658114	0.141083034513671	0.0494752139512353	0.0217898441427853	0.00465999690805892	0.00840303752550564	0.00266465738852939
Las1l	chrX	95935312	95956974	-	21663	0.60219163435134	0.532212843124226	0.463984207486411	0.381697569855329	0.332006942997488	0.308950350770588	0.32201974735008
Msn	chrX	96096044	96168553	+	72510	0.428194663326194	0.137755858010711	0.0380362037096055	0.0144583573674967	0.0021118747779846	0.00100474619225303	0.000807898044512898
Heph	chrX;chrX;chrX;chrX	96455435;96455435;96456345;96456345	96574484;96574484;96574484;96531423	+;+;+;+	119050	0.517241379310345	0.0402576489533011	0.0352720450281426	0.00795454545454545	0.013160155794172	0.00219307737811828	0.00565034619188922
Eda2r	chrX;chrX;chrX	97333840;97333840;97337774	97377209;97377209;97377209	-;-;-	43370	0.49900686465156	0.410892803215556	0.320177245999614	0.230955306843559	0.10068802995561	0.0674704608676057	0.00756040979544406
Ar	chrX	98149749	98317147	+	167399	0.572435897435897	0.219288555015466	0.0742667823964878	0.0189275454158439	0.0104503352856911	0.0045045045045045	0.0091391268869849
Ophn1	chrX	98557514	98890985	-	333472	0.408466024013427	0.161027779780935	0.0711591029970191	0.0320248743908791	0.017267325850003	0.00894772577720816	0.00389674480402392
Yipf6	chrX	98937780	98949020	+	11241	0.46968354079966	0.384190234779429	0.232362538657449	0.147761726341712	0.0866670015259428	0.0591299072113831	0.00350877192982456
Stard8	chrX	99042580	99074728	+	32149	0.666602595339939	0.260818713450292	0.0619957537154989	0.0367003763664209	0.0174305161588807	0.0125176760584695	0.00189393939393939
Pja1	chrX;chrX;chrX;chrX	99465733;99465733;99465733;99465733	99470735;99470735;99470735;99470735	-;-;-;-	5003	0.457589285714286	0.186147186147186	0.199074074074074	0.128205128205128	0	0.00952380952380952	0
Eda	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605	100400760;100400760;100400760;100400760;100400760;100400760;100400760;100400760;100400760	+;+;+;+;+;+;+;+;+	425156	0.481753312109935	0.184128736870455	0.0764534976363733	0.0281031869092627	0.0114188089047003	0.005548306067299	0.00399670899523051
Awat2	chrX;chrX	100402221;100402221	100412587;100442717	-;-	40497	0.544817927170868	0.31007695658487	0.13154533844189	0.0915386871433904	0	0.0161793372319688	0
Igbp1	chrX	100494290	100516125	+	21836	0.475795876267286	0.377379528054418	0.273934192869836	0.191166548247403	0.0882670125533702	0.0638749348560064	0.0165481599370246
Pdzd11	chrX	100622905	100625907	-	3003	0.591737891737892	0.282368421052632	0.190153568202349	0.165312063540142	0.0165238678090575	0.0528752932243149	0
Kif4	chrX	100626064	100727271	+	101208	0.457029208485088	0.292467073788484	0.187648115512424	0.112612262614014	0.0444636382480587	0.0310862977534307	0.00322582588371365
Dlg3	chrX;chrX;chrX;chrX;chrX	100767721;100767721;100767721;100774494;100777270	100818410;100818410;100818410;100818410;100818410	+;+;+;+;+	50690	0.410066255082066	0.121991803955004	0.0598871562486117	0.0184510186827516	0.00518806744487678	0.00272113233522629	0.00218340611353712
Tex11	chrX;chrX	100838647;100877881	101059639;101059639	-;-	220993	0.389655172413793	0.141178109383434	0.0519924098671727	0.0516726403823178	0	0.00595238095238095	0.05
Slc7a3	chrX	101079220	101085352	-	6133	0.498745801851343	0.300003695685475	0.18729306689107	0.0786234877048285	0.0309789112735706	0.0227673703840032	0
Snx12	chrX;chrX;chrX	101097785;101211960;101211960	101222563;101222563;101222563	-;-;-	124779	0.421583084846842	0.275438523337853	0.170443446949144	0.0902920598549924	0.0309664561676868	0.0191150465517962	0.00113036925395629
Foxo4	chrX	101254527	101260873	+	6347	0.499552906110283	0.23781512605042	0.113095238095238	0.0428571428571429	0.00934343434343434	0.00354609929078014	0
Med12	chrX	101274090	101298934	+	24845	0.459291084854995	0.314543889845095	0.142714328172705	0.0638203290870488	0.0136423298833125	0.0085972081480898	0.00410958904109589
Zmym3	chrX;chrX;chrX;chrX;chrX	101404383;101404383;101414929;101414929;101414933	101420222;101419914;101419914;101420222;101420685	-;-;-;-;-	16303	0.452117061021171	0.257277894350846	0.15375	0.108744903500879	0.0209699860862652	0.00774313442081354	0
Nono	chrX;chrX	101429650;101429650	101448593;101448593	+;+	18944	0.348019705645842	0.211229764144407	0.119568211645162	0.0643969251589702	0.0263888509584796	0.0150190643302853	0.00291045576990215
Itgb1bp2	chrX	101449108	101453541	+	4434	0.488749749298034	0.250032980660141	0.119642857142857	0.0692813392281477	0.0218090559201904	0.0190812979252418	0.00204918032786885
Taf1	chrX;chrX	101532734;101532734	101601789;101601789	+;+	69056	0.612517119552279	0.592853954319871	0.479278671510119	0.383830879443598	0.212912385427005	0.164321968399682	0.0345512261919582
Ogt	chrX;chrX	101640050;101640217	101684351;101684351	+;+	44302	0.484920096770972	0.410085464955522	0.331846494620997	0.216434725707508	0.144141311765746	0.089106250007402	0.0422715674478646
Nhsl2	chrX	101849384	102092055	+	242672	0.483311010855773	0.138600427350427	0.0411302256751757	0.0226897689768977	0.0118188269874427	0.00406808861711679	0.0019809172568906
Pin4	chrX	102119464	102127673	+	8210	0.486592461421705	0.358817204301075	0.316982359745518	0.219045279620077	0.0738802827217461	0.046505376344086	0.0161290322580645
Ercc6l	chrX	102142819	102157091	-	14273	0.438989898989899	0.269412261304	0.160485772829197	0.0809929476511756	0.0407649918839788	0.0246913580246914	0.0133928571428571
Rps4x	chrX	102184942	102188371	-	3430	0.494923563389628	0.345228678483837	0.172488897566297	0.0858465506698306	0.0352809725987677	0.0267273670810614	0.00618761971972981
Hdac8	chrX	102284639	102505148	-	220510	0.411945225073236	0.247955921938089	0.102403053830963	0.0484529509091667	0.0216197212257729	0.0117244337933993	0.0035553001255666
Phka1	chrX;chrX	102513974;102513974	102644246;102644246	-;-	130273	0.473982868051768	0.170419839119026	0.067858811334803	0.0237741516714155	0.00611904464953854	0.00440856677790332	0.00161203376759374
4930519F16Rik	chrX	103232280	103256606	-	24327	0.616936812374513	0.430708742547502	0.344980164784864	0.398130155028717	0.186215092097445	0.216811594202899	0.0357142857142857
Chic1	chrX	103356475	103396118	+	39644	0.437420852041033	0.308241230698151	0.147787776308553	0.0583489595268141	0.0188272868310006	0.0106529240387349	0.00298804780876494
Tsix	chrX	103431516	103484957	+	53442	0.415989982782127	0.231205251008869	0.175582911535977	0.268198994774083	0.475432385703652	0.674248679343759	0.924706996200542
Xist	chrX;chrX	103460372;103460372	103483233;103483233	-;-	22862	0.791111209389954	0.942039789765868	0.954076059576735	0.958689759658834	0.965175050977017	0.965614360056772	0.967039941128511
Jpx	chrX	103493575	103506425	+	12851	0.486538461538462	0.280434782608696	0.167249417249417	0.168960668960669	0.128434505327398	0.083358636977058	0.0199300699300699
Ftx	chrX;chrX	103560909;103569504	103623754;103623754	-;-	62846	0.391712987615569	0.210192768399354	0.0750159006956786	0.0620098077797285	0.0806112690885864	0.0821889519051355	0.012842199327654
Slc16a2	chrX	103697413	103821988	-	124576	0.382034395580386	0.0973670490093848	0.0210864923021469	0.0056750700280112	0	0.00215889464594128	0.00176678445229682
Rlim	chrX	103957166	103981284	-	24119	0.47101667557828	0.150842129148055	0.0519734657122615	0.0416939856281322	0.0351055145066895	0.0361293026634956	0.0114516339083569
C77370	chrX	104077434	104201117	-	123684	0.411731140876983	0.179075183713614	0.0711682195774908	0.0307698432442257	0.0149286557809843	0.0182464812498759	0.000546448087431694
Abcb7	chrX	104280564	104413846	-	133283	0.408158505468328	0.207734133395136	0.116010825369301	0.0518215044619507	0.0201083353446396	0.0148027799950812	0.00316674165213436
Uprt	chrX	104482781	104506262	+	23482	0.392536115569823	0.0736224028906956	0.0234375	0	0	0	0.0166666666666667
Zdhhc15	chrX	104536969	104671064	-	134096	0.345843268740173	0.10039178216758	0.02172658740909	0.00765485895673966	0.00182348608049923	0.00125308864075763	0.00154244262302844
5530601H04Rik	chrX	105040853	105070124	-	29272	0.508465782547074	0.423081645409492	0.365056856548632	0.307027230046948	0.206490301704326	0.140266982563021	0.142034456058846
Pbdc1	chrX;chrX	105079755;105079755	105117090;105085194	+;+	37336	0.350167608364511	0.297963011168946	0.25350925425999	0.176450949050028	0.0924580547194542	0.0618216996016549	0.0613745439935446
Atrx	chrX	105797614	105929372	-	131759	0.467988972795056	0.312950072781541	0.169903168661858	0.0816175670325304	0.0202138066618532	0.0133917853560432	0.00226131466343616
Magt1	chrX;chrX	105968084;105968084	106011899;106011899	-;-	43816	0.435812747941461	0.229131396810775	0.0954763755482761	0.0367232260741635	0.00669106414221366	0.0107371272196632	0
Cox7b	chrX	106015699	106022450	+	6752	0.485641147128888	0.314319248826291	0.190642398286938	0.0944011313775973	0.0402831371792398	0.0219122348154606	0
Atp7a	chrX;chrX	106027223;106027223	106128160;106128160	+;+	100938	0.423338751710647	0.23586922018834	0.0947001349874654	0.0534818304367561	0.0230977790734504	0.0213106282599776	0.00876581538265252
Pgk1	chrX	106187099	106203699	+	16601	0.531127189921769	0.3103558686305	0.0516031611507139	0.0205574018271392	0.00576549848577549	0.0117722285478459	0
Taf9b	chrX;chrX	106206873;106206873	106221158;106219842	-;-	14286	0.406432748538012	0.172981056829511	0.103125	0.0158730158730159	0	0	0
Fndc3c1	chrX	106420042	106485229	-	65188	0.4329703569268	0.0750561352529388	0.013948875050221	0.00341631896833235	0.000612124122568359	0.0019742817543578	0
Lpar4	chrX	106920624	106933899	+	13276	0.492654508611955	0.254984929283561	0.153412042502952	0.0959660878144007	0.099019536019536	0.0762460666733855	0.0575091575091575
Itm2a	chrX	107397194	107403360	-	6167	0.4745670995671	0.109970674486804	0.100840336134454	0.0485347985347985	0.0208333333333333	0	0
2610002M06Rik	chrX	107782751	107816334	-	33584	0.439983579638752	0.277847060824216	0.128789592760181	0.0539636137459182	0.00484131547961335	0.00719105975642951	0.00357142857142857
Brwd3	chrX	108742207	108834355	-	92149	0.46831338916408	0.331250558921349	0.144248146939165	0.0753280354327435	0.0216188048120644	0.0261421230330853	0.00323123445349461
2810403D21Rik	chrX	108834477	108886896	+	52420	0.379159049360146	0.263901260640526	0.117845404057577	0.0575554673640579	0.0270740340336105	0.0134057134853131	0.00353581487401994
Hmgn5	chrX	109004536	109013380	-	8845	0.479781771501926	0.143356643356643	0.0529556650246305	0.0475991939406573	0	0.0133333333333333	0
Sh3bgrl	chrX	109095406	109162467	+	67062	0.407841026867576	0.157686279493371	0.0639469483517778	0.0161346870129683	0.0105081511051831	0.00777326676506516	0.00792579526836386
Rps6ka6	chrX	111387836	111537959	-	150124	0.405951030652185	0.223278985507246	0.0998089379597027	0.0335394111967064	0.0111982079346303	0.00532477062335375	0.000585137507314219
Apool	chrX	112311407	112372430	+	61024	0.551951951951952	0.529934210526316	0.314487179487179	0.378308956470779	0.389273689273689	0.390657128790292	0.382211538461538
Chm	chrX	113040591	113185515	-	144925	0.474348120734658	0.362465856404625	0.270090736292521	0.167524989008455	0.054051809717799	0.0283709871221692	0.00894745538664904
Dach2	chrX;chrX;chrX;chrX;chrX	113297509;113297509;113297509;113298255;113298255	113836386;113836386;113835091;113836386;113835091	+;+;+;+;+	538878	0.452736544941262	0.338068181818182	0.144308943089431	0.0727874276261373	0.0418027210884354	0.036331569664903	0.147222222222222
Pcdh11x	chrX;chrX;chrX;chrX	120290326;120290326;120290326;120290326	120910618;120910618;120910618;120910618	+;+;+;+	620293	0.814091680814941	0.736363636363636	0.480769230769231	0.088863416988417	0.0228635397692775	0.0163506939428281	0.00886496962078357
3110007F17Rik	chrX	123103558	123143293	+	39736	0.464285714285714	0.44314381270903	0.191476590636254	0.15884820747521	0.121843434343434	0.0700185969393471	0.037037037037037
Diap2	chrX	129749741	130465833	+	716093	0.477593692378317	0.335086374704226	0.205469619212956	0.121880942676364	0.0404777437961462	0.0285126012828013	0.0183109114302337
Cstf2	chrX;chrX;chrX	134059175;134059175;134059175	134086822;134086822;134075863	+;+;+	27648	0.481411700082395	0.38722294654498	0.372577573652963	0.168937087772704	0.0710726616446955	0.036481513426485	0.0192307692307692
Trmt2b	chrX;chrX;chrX	134222954;134222954;134262483	134276984;134276984;134276984	-;-;-	54031	0.442355889724311	0.294855096059915	0.189019607843137	0.0922351202121647	0.05496632996633	0.00427350427350427	0.0111111111111111
Cenpi	chrX	134308162	134362639	+	54478	0.43149575074944	0.33526891662814	0.232446701410226	0.142420431466406	0.0932744903264955	0.0538603817842956	0.0238095238095238
Drp2	chrX	134404779	134456573	+	51795	0.301470588235294	0.279569892473118	0.0476190476190476	0.0669944090996722	0.0367867867867868	0	0.0172413793103448
Hnrnph2	chrX	134601285	134607054	+	5770	0.101173020527859	0.0474685672023129	0.0104166666666667	0.0192064907568188	0	0.0020703933747412	0
Armcx4	chrX	134686518	134697772	+	11255	0.412531498352394	0.131573905546508	0.0579710144927536	0.0133744855967078	0.00617760617760618	0.00617883546489666	0.00454545454545455
Armcx1	chrX;chrX;chrX;chrX;chrX	134717937;134717937;134717937;134717937;134717937	134721912;134721912;134721912;134721912;134721912	+;+;+;+;+	3976	0.488855149244088	0.180246913580247	0.0680308984957311	0.0142060282292391	0.00469483568075117	0.013269388566711	0
Armcx3	chrX	134756567	134761456	+	4890	0.610869565217391	0.1625	0.129554655870445	0.0333333333333333	0	0	0
Armcx2	chrX;chrX;chrX	134804141;134804141;134804141	134809221;134809221;134809221	-;-;-	5081	0.498471252907943	0.160113978356919	0.0388022678951098	0.0100482017055988	0	0	0
Zmat1	chrX	134971372	135009209	-	37838	0.551349325337331	0.260714285714286	0.121862348178138	0.0925545928965902	0.00925925925925926	0	0
Gprasp1	chrX;chrX;chrX	135742691;135742691;135742691	135803468;135803468;135803468	+;+;+	60778	0.476562771461184	0.373642206986229	0.267089273675037	0.171983280166048	0.0639477630663472	0.0406235551217259	0.01054832523682
Gprasp2	chrX;chrX;chrX	135839033;135839033;135839033	135844730;135844730;135844730	+;+;+	5698	0.562034482758621	0.339324726911619	0.107723577235772	0.104856711915535	0.0267381528882739	0.00421940928270042	0
Bhlhb9	chrX;chrX	135885850;135885850	135891081;135891081	+;+	5232	0.496858602595968	0.392101664007294	0.193321078431373	0.105992458213457	0.0330291704060265	0.0189130873159911	0.00462962962962963
Arxes2	chrX	135993819	135995359	+	1541	0.491173998318857	0.305555555555556	0.123295454545455	0.0679831285730834	0	0.0211640211640212	0.0217391304347826
Bex2	chrX	136066564	136068236	-	1673	0.392230576441103	0.234725965858041	0.159090909090909	0.0573423423423423	0.0245934959349594	0	0
Bex4	chrX	136139044	136140437	+	1394	0.339822329458215	0.199604743083004	0.193498452012384	0.177387914230019	0.190136660724896	0.15624649859944	0.305555555555556
Tceal8	chrX;chrX	136168983;136168983	136172251;136172251	-;-	3269	0.304001069328106	0.0904411764705882	0.0289074960127592	0.0033003300330033	0.00225225225225225	0.00134952766531714	0.00434782608695652
Bex1	chrX	136213971	136215513	-	1543	0.36176497980186	0.123504436964504	0.0676495635512029	0.0264751552795031	0	0.0072664451126233	0.0153846153846154
Wbp5	chrX	136245079	136247139	+	2061	0.486335433428575	0.204261379740378	0.094017094017094	0.0355646387096409	0.0341062283235763	0.0279614945628824	0
Morf4l2	chrX;chrX;chrX;chrX;chrX;chrX;chrX	136732947;136732947;136732947;136732947;136732947;136732947;136732947	136741352;136741352;136743686;136741155;136743686;136742918;136741609	-;-;-;-;-;-;-	10740	0.404325665203461	0.305608820307375	0.310572865952613	0.286455931039113	0.276943493251254	0.269812910683275	0.276665537481902
BC065397	chrX	136742956	136803361	+	60406	0.621537761542823	0.438923219843849	0.280339108246038	0.175009829725482	0.0878526723602683	0.0889812093931658	0.0135843919387303
Plp1	chrX;chrX;chrX	136822745;136822745;136822745	136838582;136838582;136838582	+;+;+	15838	0.526054565589449	0.280858511422255	0.140821601033803	0.0929190426798082	0.0307855062456289	0.0285633799007953	0
Tmsb15l	chrX	136954987	136976874	-	21888	0.291666666666667	0.0529891304347826	0.0556122448979592	0.0242504409171076	0	0.0202020202020202	0
Slc25a53	chrX;chrX	136981115;136981115	136993032;137038302	-;-	57188	0.64456289978678	0.40581842540946	0.273207656961695	0.171818880720138	0.0914705662364114	0.0495331921434424	0.0122024545714014
Fam199x	chrX	137049593	137082501	+	32909	0.510738055253576	0.226152529277198	0.143471609483607	0.0574044038871928	0.0176690031855101	0.0142828446229054	0.00151057401812689
Il1rapl2	chrX	137571548	138846955	+	1275408	0.427612481857765	0.288018433179724	0.202631578947368	0.144660894660895	0.129049111807732	0.087719298245614	0.0182951213009864
Nrk	chrX	138914429	139009090	+	94662	0.553021268137547	0.223915009041591	0.0520266182698125	0.0195128654866182	0.0121180451590724	0.00459722627264185	0.00167633784655061
Mum1l1	chrX;chrX;chrX;chrX;chrX	139210043;139210043;139217165;139217165;139217165	139238335;139238335;139238335;139238335;139238335	+;+;+;+;+	28293	0.349547191170228	0.0990545000445991	0.0423423423423423	0.0185043714455479	0.00527426160337553	0.0030433991447548	0.00374203376565295
C330013F16Rik	chrX;chrX	139240225;139347490	139356770;139357738	-;-	117514	0.401309919632622	0.156288898715933	0.0602056133597235	0.0306942899197992	0.012130112327838	0.00825575065943504	0.0142857142857143
Rnf128	chrX;chrX	139563339;139610619	139673145;139673145	+;+	109807	0.623139699046176	0.251103789865304	0.0996272134203169	0.0340282928962266	0.00599068307583528	0.00693814886366009	0.00220264317180617
Tbc1d8b	chrX	139684995	139754218	+	69224	0.479169223099931	0.248739370627226	0.126344388760628	0.0473008711595047	0.0195510074567666	0.00889899149420177	0.00524475524475524
Morc4	chrX;chrX	139821634;139821634	139871654;139871654	-;-	50021	0.458331372641287	0.171185064935065	0.10048049745619	0.0260681347637869	0.013029293480905	0.00649552222359217	0
Rbm41	chrX;chrX;chrX;chrX	139889510;139941527;139941527;139941527	139998595;139998595;139998595;139998595	-;-;-;-	109086	0.502907077724707	0.33979937152526	0.247538518189671	0.139921494943371	0.0623731975572815	0.0569346816068976	0.032325487012987
Nup62cl	chrX	140007672	140062568	-	54897	0.44093244142213	0.198972805202483	0.062037037037037	0.0485312899106003	0.0387096774193548	0.00592320261437908	0
