closestGene	Chr	Start	End	per_v_dep	peak_halftime	Peakid	distTSS	CTCFsite	dist_prom	gene_halftime	gene_cat	gene_initialTPM	peak_duplicated
Firre	chrX	50580077	50581065	persistent_peak	NA	peak_928	54193	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50597216	50597736	persistent_peak	NA	peak_932	37522	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50599547	50601020	persistent_peak	NA	peak_934	34238	nonCTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50604851	50606318	persistent_peak	NA	peak_936	28940	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50607565	50608451	persistent_peak	NA	peak_937	26807	nonCTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50611374	50612778	persistent_peak	NA	peak_938	22480	nonCTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50619803	50621243	persistent_peak	NA	peak_942	14015	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50622830	50623747	persistent_peak	NA	peak_943	11511	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50632289	50633016	depleted_peak	1.37010268859786	peak_945	2242	nonCTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50635048	50635838	depleted_peak	0.834264856752156	peak_947	0	CTCF	prom	1.03487864070679	fastsilencing	184.211393393246	FALSE
Firre	chrX	50657897	50658287	persistent_peak	12.8882785862285	peak_948	22640	CTCF	distal	1.03487864070679	fastsilencing	184.211393393246	FALSE
Atp11c	chrX	60403018	60405366	depleted_peak	4.58012453392192	peak_1127	0	nonCTCF	prom	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	60546905	60548559	depleted_peak	2.20457278599448	peak_1128	142925	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	60717743	60718944	persistent_peak	5.64603720928648	peak_1130	313763	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	60772306	60772930	depleted_peak	0.631763595531463	peak_1131	368326	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	60891879	60894818	depleted_peak	3.32204927920714	peak_1135	487899	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	61569126	61569572	depleted_peak	0.650219181967162	peak_1144	1165146	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	61709228	61709960	depleted_peak	1.83096217127696	peak_1147	1305248	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	61722014	61724084	depleted_peak	2.06487280413219	peak_1149	1318034	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	61727336	61729345	persistent_peak	5.74554760603615	peak_1150	1323356	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	61814685	61815156	persistent_peak	NA	peak_1151	1410705	CTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	62280734	62281265	depleted_peak	2.96693046765204	peak_1156	1876754	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Atp11c	chrX	64275546	64277258	persistent_peak	10.0439385198173	peak_1177	3871566	nonCTCF	distal	1.31140961239845	mediumsilencing	180.329024307111	FALSE
Nr0b1	chrX	86016421	86017188	depleted_peak	2.00155768749606	peak_1596	174586	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	86180913	86181574	depleted_peak	0.667084771058343	peak_1599	10200	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	86191518	86194099	depleted_peak	0.697555791377798	peak_1601	0	nonCTCF	prom	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	86374221	86374571	persistent_peak	1.53579641846234	peak_1603	182448	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	86728823	86729172	depleted_peak	2.69370061746657	peak_1604	537050	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	87253927	87254193	depleted_peak	0.642256982462789	peak_1609	1062154	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	87931334	87932321	persistent_peak	NA	peak_1612	1739561	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	88157877	88158543	depleted_peak	2.69748433999283	peak_1615	1966104	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	88580076	88581069	persistent_peak	NA	peak_1617	2388303	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	88582377	88583699	persistent_peak	11.007622298146	peak_1618	2390604	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	88653909	88654120	depleted_peak	1.38509777073578	peak_1619	2462136	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	88873069	88873892	persistent_peak	14.5363855829978	peak_1621	2681296	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	89007967	89009303	depleted_peak	5.33038487563964	peak_1625	2816194	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	89023814	89024187	depleted_peak	0.91140754215191	peak_1629	2832041	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	89115583	89116116	persistent_peak	7.55654648172667	peak_1630	2923810	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Nr0b1	chrX	89488117	89488794	persistent_peak	NA	peak_1632	3296344	nonCTCF	distal	0.419907377441271	fastsilencing	175.869645750116	FALSE
Rbm3	chrX	8139228	8139958	depleted_peak	4.30583120369413	peak_141	5844	nonCTCF	distal	2.65149132175323	slowsilencing	175.085368532566	FALSE
Rbm3	chrX	8140276	8141895	depleted_peak	5.12863871966631	peak_142	3907	nonCTCF	distal	2.65149132175323	slowsilencing	175.085368532566	FALSE
Rbm3	chrX	8144956	8146274	persistent_peak	7.46664410019056	peak_144	0	nonCTCF	prom	2.65149132175323	slowsilencing	175.085368532566	FALSE
Phf6	chrX	52909986	52910233	depleted_peak	1.06485016546588	peak_1007	1980	nonCTCF	distal	0.916834631415571	fastsilencing	171.873571952635	FALSE
Phf6	chrX	52911834	52912838	depleted_peak	1.48184929259733	peak_1008	0	nonCTCF	prom	0.916834631415571	fastsilencing	171.873571952635	FALSE
Ddx26b	chrX	56427491	56427811	persistent_peak	11.2208906204604	peak_1047	27027	CTCF	distal	1.17350572135758	mediumsilencing	167.016445705737	FALSE
Ddx26b	chrX	56454439	56456595	depleted_peak	4.87043124476662	peak_1048	0	nonCTCF	prom	1.17350572135758	mediumsilencing	167.016445705737	FALSE
Fhl1	chrX	56706025	56706195	depleted_peak	2.00201705689644	peak_1054	25565	nonCTCF	distal	0.725858627417929	fastsilencing	156.111881184226	FALSE
Fhl1	chrX	56729459	56730312	depleted_peak	1.00047266866069	peak_1055	1448	nonCTCF	distal	0.725858627417929	fastsilencing	156.111881184226	FALSE
Fhl1	chrX	56730991	56731858	depleted_peak	1.30530850043226	peak_1056	0	nonCTCF	prom	0.725858627417929	fastsilencing	156.111881184226	FALSE
Maoa	chrX	15322357	15322807	depleted_peak	5.22434104227528	peak_365	1296890	CTCF	distal	1.6782842684417	mediumsilencing	154.97625201425	FALSE
Maoa	chrX	15631767	15632215	persistent_peak	7.4690903975589	peak_370	987482	nonCTCF	distal	1.6782842684417	mediumsilencing	154.97625201425	FALSE
Maoa	chrX	15846317	15846976	persistent_peak	9.42686340561428	peak_372	772721	nonCTCF	distal	1.6782842684417	mediumsilencing	154.97625201425	FALSE
Maoa	chrX	16617974	16620294	persistent_peak	8.10738841157962	peak_380	0	nonCTCF	prom	1.6782842684417	mediumsilencing	154.97625201425	FALSE
Maoa	chrX	16894485	16894749	persistent_peak	5.61894265423842	peak_381	274789	CTCF	distal	1.6782842684417	mediumsilencing	154.97625201425	FALSE
Las1l	chrX	95880942	95881629	depleted_peak	1.01032815015994	peak_1761	75345	nonCTCF	distal	1.30186169981695	mediumsilencing	145.390450720802	FALSE
Las1l	chrX	95956610	95957623	depleted_peak	2.30867878463397	peak_1763	0	CTCF	prom	1.30186169981695	mediumsilencing	145.390450720802	FALSE
Las1l	chrX	95967425	95969101	depleted_peak	3.31906102865078	peak_1764	10452	CTCF	distal	1.30186169981695	mediumsilencing	145.390450720802	FALSE
Idh3g	chrX	73786137	73787686	persistent_peak	10.3193862459935	peak_1357	0	CTCF	prom	3.02537312905634	slowsilencing	142.37419071361	FALSE
Mtcp1	chrX	75416052	75417124	persistent_peak	7.08968939885245	peak_1434	0	nonCTCF	prom	1.70235730411249	mediumsilencing	140.941291145333	TRUE
Fam122b	chrX	53268572	53270301	depleted_peak	0.835491225876968	peak_1019	0	nonCTCF	prom	0.84785470018135	fastsilencing	139.958741000963	FALSE
Araf	chrX	20792013	20793724	persistent_peak	7.12478204564458	peak_466	54818	CTCF	distal	2.45342094311845	slowsilencing	138.61501508312	FALSE
Araf	chrX	20794212	20794795	persistent_peak	10.3734564048892	peak_467	53747	nonCTCF	distal	2.45342094311845	slowsilencing	138.61501508312	FALSE
Araf	chrX	20819172	20819980	persistent_peak	7.43738614777643	peak_469	28562	CTCF	distal	2.45342094311845	slowsilencing	138.61501508312	FALSE
Araf	chrX	20847990	20848994	persistent_peak	8.92369820728989	peak_472	0	nonCTCF	prom	2.45342094311845	slowsilencing	138.61501508312	FALSE
Uxt	chrX	20961351	20962566	persistent_peak	9.79323678598748	peak_484	0	nonCTCF	prom	2.2052891264217	slowsilencing	127.211817545629	FALSE
Snx12	chrX	101221898	101223162	persistent_peak	NA	peak_1886	0	CTCF	prom	1.7027218746252	mediumsilencing	126.04943480215	FALSE
Mtm1	chrX	71131674	71131909	depleted_peak	3.39292542127375	peak_1260	78857	CTCF	distal	1.05458636692357	fastsilencing	124.330219003285	FALSE
Mtm1	chrX	71214365	71215777	depleted_peak	3.61720721390367	peak_1261	0	nonCTCF	prom	1.05458636692357	fastsilencing	124.330219003285	FALSE
Zfp280c	chrX	48593847	48594812	depleted_peak	2.39821872209021	peak_883	0	nonCTCF	prom	0.886763428981221	fastsilencing	118.613705501395	FALSE
Zfp280c	chrX	48595850	48596593	depleted_peak	2.53368858485672	peak_884	1399	nonCTCF	distal	0.886763428981221	fastsilencing	118.613705501395	FALSE
Zfp280c	chrX	48607595	48607905	depleted_peak	1.5681656370514	peak_885	13144	nonCTCF	distal	0.886763428981221	fastsilencing	118.613705501395	FALSE
Zfp280c	chrX	48608737	48609229	depleted_peak	1.19292610341577	peak_886	14286	nonCTCF	distal	0.886763428981221	fastsilencing	118.613705501395	FALSE
Tab3	chrX	84442824	84444898	depleted_peak	1.43885439865169	peak_1565	1129123	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	84454648	84454943	persistent_peak	12.2137284382556	peak_1566	1119078	CTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85047985	85048956	depleted_peak	4.72727702809016	peak_1569	525065	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85053714	85054170	depleted_peak	1.14627971265947	peak_1570	519851	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85076774	85078113	depleted_peak	1.22096585032576	peak_1573	495908	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85079925	85080745	depleted_peak	0.256963125880611	peak_1575	493276	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85132809	85133414	depleted_peak	1.1322205732367	peak_1577	440607	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85249903	85250958	depleted_peak	0.706164865788326	peak_1579	323063	nonCTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85573366	85574700	depleted_peak	4.05210453594125	peak_1583	0	nonCTCF	prom	1.275260527538	mediumsilencing	115.165705330722	FALSE
Tab3	chrX	85646352	85646623	depleted_peak	4.82217655440045	peak_1586	72332	CTCF	distal	1.275260527538	mediumsilencing	115.165705330722	FALSE
Nkap	chrX	37126628	37127504	persistent_peak	NA	peak_675	0	nonCTCF	prom	2.96331954401147	slowsilencing	114.50170446909	FALSE
Nkap	chrX	37217608	37218104	persistent_peak	13.2957054470107	peak_683	90847	nonCTCF	distal	2.96331954401147	slowsilencing	114.50170446909	FALSE
Nkap	chrX	37633617	37634578	persistent_peak	NA	peak_686	506856	nonCTCF	distal	2.96331954401147	slowsilencing	114.50170446909	FALSE
Pdzd11	chrX	100597418	100597794	depleted_peak	1.41778247277066	peak_1864	28113	CTCF	distal	0.995133676489696	fastsilencing	113.128082166853	FALSE
Pdzd11	chrX	100625687	100626694	depleted_peak	2.27209346762883	peak_1865	0	nonCTCF	prom	0.995133676489696	fastsilencing	113.128082166853	FALSE
Dock11	chrX	31158473	31158668	persistent_peak	NA	peak_587	4730163	nonCTCF	distal	1.80267548696536	mediumsilencing	112.00177487353	FALSE
Dock11	chrX	31171436	31171886	persistent_peak	NA	peak_588	4716945	nonCTCF	distal	1.80267548696536	mediumsilencing	112.00177487353	FALSE
Dock11	chrX	33386902	33387345	depleted_peak	1.66188873954034	peak_602	2501486	nonCTCF	distal	1.80267548696536	mediumsilencing	112.00177487353	FALSE
Dock11	chrX	34337509	34337913	persistent_peak	NA	peak_609	1550918	nonCTCF	distal	1.80267548696536	mediumsilencing	112.00177487353	FALSE
Dock11	chrX	35803568	35803884	persistent_peak	NA	peak_617	84947	nonCTCF	distal	1.80267548696536	mediumsilencing	112.00177487353	FALSE
Slc7a3	chrX	101083846	101085919	depleted_peak	5.35956051004489	peak_1879	0	nonCTCF	prom	0.966023346977554	fastsilencing	109.919501384694	FALSE
Slc7a3	chrX	101089515	101089939	depleted_peak	4.11848516794604	peak_1881	4164	nonCTCF	distal	0.966023346977554	fastsilencing	109.919501384694	FALSE
Slc7a3	chrX	101121274	101121529	depleted_peak	4.7294137809613	peak_1883	35923	CTCF	distal	0.966023346977554	fastsilencing	109.919501384694	FALSE
Mospd1	chrX	53369552	53371044	depleted_peak	3.68515254984036	peak_1020	0	nonCTCF	prom	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53465356	53465822	persistent_peak	8.63201018442378	peak_1021	94798	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53643086	53643973	depleted_peak	0.709506006117238	peak_1023	272528	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53670026	53670776	depleted_peak	3.05760281897665	peak_1025	299468	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53716374	53717355	persistent_peak	6.0246061169633	peak_1027	345816	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53724738	53725412	persistent_peak	NA	peak_1028	354180	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53774380	53775954	depleted_peak	0.997311193993752	peak_1031	403822	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53776031	53776687	depleted_peak	4.87746639160155	peak_1032	405473	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Mospd1	chrX	53974534	53975573	persistent_peak	5.7260337062028	peak_1035	603976	nonCTCF	distal	1.40006301189278	mediumsilencing	106.662809572276	FALSE
Chic1	chrX	103311618	103312708	depleted_peak	3.58682227640896	peak_2004	43767	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103321034	103322596	depleted_peak	0.83200988704472	peak_2007	33879	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103356103	103357216	persistent_peak	10.204221607375	peak_2011	0	nonCTCF	prom	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103371073	103371876	depleted_peak	3.04135269116527	peak_2012	14599	CTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103404483	103405684	depleted_peak	3.16051486097903	peak_2017	48009	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103432216	103432692	depleted_peak	1.2033599811757	peak_2020	75742	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103437482	103439058	depleted_peak	1.02670493713623	peak_2021	81008	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103439509	103440017	depleted_peak	0.717115120422261	peak_2022	83035	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103440943	103441267	persistent_peak	10.1598775296504	peak_2023	84469	CTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103443538	103444008	persistent_peak	16.5470023744518	peak_2024	87064	CTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103448498	103449936	persistent_peak	10.0103741713931	peak_2026	92024	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103452852	103453419	persistent_peak	2.38907689497872	peak_2028	96378	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103455232	103456988	persistent_peak	NA	peak_2030	98758	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103457292	103458358	persistent_peak	NA	peak_2031	100818	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103458533	103460319	persistent_peak	NA	peak_2032	102059	CTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103471159	103472862	persistent_peak	NA	peak_2037	114685	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103475882	103476640	persistent_peak	NA	peak_2040	119408	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103476922	103480218	persistent_peak	NA	peak_2041	120448	CTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Chic1	chrX	103480418	103483232	persistent_peak	NA	peak_2042	123944	nonCTCF	distal	1.16905095201722	mediumsilencing	99.282462714565	FALSE
Fundc1	chrX	17473088	17473705	persistent_peak	5.05254115322457	peak_388	98592	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17521064	17521712	persistent_peak	8.3763298599601	peak_389	50585	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17571361	17572654	persistent_peak	12.4458607868835	peak_392	0	nonCTCF	prom	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17721754	17722552	persistent_peak	NA	peak_393	149458	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17725284	17725781	persistent_peak	NA	peak_394	152988	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17746514	17746757	persistent_peak	NA	peak_395	174218	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17751110	17752150	persistent_peak	NA	peak_396	178814	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Fundc1	chrX	17818353	17818704	persistent_peak	NA	peak_402	246057	nonCTCF	distal	2.3493910504849	slowsilencing	98.1078727935708	FALSE
Tspan7	chrX	10484770	10486263	persistent_peak	7.90206367334683	peak_206	0	nonCTCF	prom	1.5812254120479	mediumsilencing	96.2516739470337	FALSE
Tspan7	chrX	10535592	10536177	persistent_peak	8.56597726392846	peak_208	50478	nonCTCF	distal	1.5812254120479	mediumsilencing	96.2516739470337	FALSE
Tspan7	chrX	10714535	10715257	persistent_peak	12.6231699722611	peak_210	229421	nonCTCF	distal	1.5812254120479	mediumsilencing	96.2516739470337	FALSE
Tspan7	chrX	11090617	11090812	persistent_peak	9.99841174275618	peak_216	605503	CTCF	distal	1.5812254120479	mediumsilencing	96.2516739470337	FALSE
Atp6ap1	chrX	74296512	74297766	depleted_peak	4.64330293626833	peak_1395	0	nonCTCF	prom	1.37103655354085	mediumsilencing	95.725308570214	FALSE
Atp6ap1	chrX	74299107	74299355	depleted_peak	3.0653928294887	peak_1396	2012	nonCTCF	distal	1.37103655354085	mediumsilencing	95.725308570214	FALSE
Ercc6l	chrX	102156687	102157638	persistent_peak	10.115786972468	peak_1959	0	nonCTCF	prom	1.50745540497458	mediumsilencing	93.2689178172708	FALSE
Vma21	chrX	71700576	71701388	depleted_peak	1.48682674568607	peak_1277	114691	nonCTCF	distal	1.75390888713403	mediumsilencing	92.9313118693074	FALSE
Vma21	chrX	71812107	71812793	depleted_peak	0.718582360678164	peak_1278	3286	nonCTCF	distal	1.75390888713403	mediumsilencing	92.9313118693074	FALSE
Vma21	chrX	71816066	71817235	depleted_peak	4.08530671735289	peak_1279	0	nonCTCF	prom	1.75390888713403	mediumsilencing	92.9313118693074	FALSE
Kif4	chrX	100625687	100626694	depleted_peak	2.27209346762883	peak_1865	0	nonCTCF	prom	1.27268246865802	mediumsilencing	92.8368117294977	TRUE
Kif4	chrX	100652858	100653085	persistent_peak	7.19099092489384	peak_1866	26795	CTCF	distal	1.27268246865802	mediumsilencing	92.8368117294977	FALSE
Renbp	chrX	73930392	73931666	depleted_peak	4.37365757827657	peak_1371	0	nonCTCF	prom	2.4548761794417	slowsilencing	91.4635815016344	FALSE
Usp11	chrX	20770940	20772145	persistent_peak	8.69557379460923	peak_464	67033	CTCF	distal	1.61223133897827	mediumsilencing	89.6641056286973	FALSE
Ocrl	chrX	47949637	47950262	depleted_peak	0.823266169471667	peak_826	37183	nonCTCF	distal	1.11033223447513	fastsilencing	89.569479439829	FALSE
Ocrl	chrX	47970523	47971850	depleted_peak	1.45208692066328	peak_827	58069	nonCTCF	distal	1.11033223447513	fastsilencing	89.569479439829	FALSE
Ocrl	chrX	47992761	47992963	persistent_peak	10.3893306114167	peak_828	80307	CTCF	distal	1.11033223447513	fastsilencing	89.569479439829	FALSE
4930519F16Rik	chrX	103251067	103253272	depleted_peak	2.61326776422512	peak_1997	3334	nonCTCF	distal	2.63936361966601	slowsilencing	87.7205678233996	FALSE
4930519F16Rik	chrX	103273436	103274527	persistent_peak	1.66642886925736	peak_1999	16831	nonCTCF	distal	2.63936361966601	slowsilencing	87.7205678233996	FALSE
4930519F16Rik	chrX	103288724	103289421	depleted_peak	2.46092826136775	peak_2003	32119	nonCTCF	distal	2.63936361966601	slowsilencing	87.7205678233996	FALSE
Pls3	chrX	75829146	75830612	depleted_peak	2.00398188980005	peak_1455	12409	nonCTCF	distal	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Pls3	chrX	75873406	75875390	persistent_peak	9.30615547396621	peak_1456	0	nonCTCF	prom	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Pls3	chrX	75882747	75883279	depleted_peak	0.732258469687401	peak_1457	7578	nonCTCF	distal	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Pls3	chrX	75966042	75966945	depleted_peak	2.88104230373433	peak_1459	90873	nonCTCF	distal	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Pls3	chrX	76174668	76175345	depleted_peak	0.802086123747012	peak_1460	299499	nonCTCF	distal	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Pls3	chrX	76201338	76201618	persistent_peak	7.48028544413842	peak_1461	326169	CTCF	distal	0.5908765094673	fastsilencing	86.6678277685522	FALSE
Zfx	chrX	93988096	93989225	depleted_peak	2.43204874718758	peak_1698	134182	nonCTCF	distal	2.91103849493912	slowsilencing	86.6204698343393	FALSE
Zfx	chrX	94012612	94012994	depleted_peak	0.938844991982401	peak_1700	110413	nonCTCF	distal	2.91103849493912	slowsilencing	86.6204698343393	FALSE
Zfx	chrX	94016648	94017757	depleted_peak	0.606271646018937	peak_1701	105650	nonCTCF	distal	2.91103849493912	slowsilencing	86.6204698343393	FALSE
Zfx	chrX	94032896	94033142	persistent_peak	6.91760356224089	peak_1703	90265	CTCF	distal	2.91103849493912	slowsilencing	86.6204698343393	FALSE
Zfx	chrX	94121237	94123707	persistent_peak	11.6822600329721	peak_1707	0	CTCF	prom	2.91103849493912	slowsilencing	86.6204698343393	FALSE
1810030O07Rik	chrX	12651745	12652785	depleted_peak	2.97254454482135	peak_288	20761	nonCTCF	distal	2.53069706214391	slowsilencing	86.5987787553551	FALSE
1810030O07Rik	chrX	12672923	12674102	persistent_peak	16.3460416709209	peak_289	0	nonCTCF	prom	2.53069706214391	slowsilencing	86.5987787553551	FALSE
Pnma5	chrX	73032229	73032529	depleted_peak	4.51906353040765	peak_1304	4574	nonCTCF	distal	2.72487501087173	slowsilencing	85.2908909484121	FALSE
Pnma5	chrX	73038781	73039110	depleted_peak	3.83623023702406	peak_1305	1679	nonCTCF	distal	2.72487501087173	slowsilencing	85.2908909484121	FALSE
Pnma5	chrX	73039463	73040130	depleted_peak	1.38192141252369	peak_1306	2361	nonCTCF	distal	2.72487501087173	slowsilencing	85.2908909484121	FALSE
Pnma5	chrX	73053801	73054340	persistent_peak	7.05350492957947	peak_1308	16699	CTCF	distal	2.72487501087173	slowsilencing	85.2908909484121	FALSE
Pnma5	chrX	73097023	73097424	depleted_peak	3.92004549013075	peak_1310	59921	nonCTCF	distal	2.72487501087173	slowsilencing	85.2908909484121	FALSE
Zfp185	chrX	72986822	72988118	depleted_peak	2.47628234083319	peak_1301	0	nonCTCF	prom	0.975346362329575	fastsilencing	85.2476632080284	FALSE
Zfp185	chrX	72992269	72992948	depleted_peak	1.59883678467568	peak_1302	4932	CTCF	distal	0.975346362329575	fastsilencing	85.2476632080284	FALSE
Zfp185	chrX	73007717	73008594	persistent_peak	8.06184921725123	peak_1303	20380	CTCF	distal	0.975346362329575	fastsilencing	85.2476632080284	FALSE
Gm364	chrX	57521256	57521628	depleted_peak	4.134152057841	peak_1073	112109	CTCF	distal	0.759454242811671	fastsilencing	83.5869547559446	FALSE
Gm364	chrX	57674899	57675204	depleted_peak	0.092689907591124	peak_1076	265752	CTCF	distal	0.759454242811671	fastsilencing	83.5869547559446	FALSE
Mpp1	chrX	75130455	75131365	persistent_peak	8.29361017084132	peak_1424	0	nonCTCF	prom	1.78052592700653	mediumsilencing	82.0665584078259	FALSE
Mpp1	chrX	75143087	75143767	persistent_peak	8.38571111593637	peak_1425	12139	nonCTCF	distal	1.78052592700653	mediumsilencing	82.0665584078259	FALSE
Mpp1	chrX	75189460	75190002	depleted_peak	2.51303289293834	peak_1427	58512	nonCTCF	distal	1.78052592700653	mediumsilencing	82.0665584078259	FALSE
Mpp1	chrX	75231371	75231867	depleted_peak	1.03687483883846	peak_1429	100423	nonCTCF	distal	1.78052592700653	mediumsilencing	82.0665584078259	FALSE
Dmd	chrX	82249064	82249954	depleted_peak	3.71063517741482	peak_1542	698915	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
