Peakid	Chr	Start	End	Strand	Length	NPC_0d	NPC_1d	NPC_3d	NPC_6d	NPC_17d
peak_464	chrX	20770940	20772145	+	1206	0.559713271477977	0.521303345672976	0.454008882655446	0.336080586080586	0.158990011098779
peak_466	chrX	20792013	20793724	+	1712	0.556885650397101	0.392592019795855	0.368127720046185	0.32041477194433	0.178846153846154
peak_467	chrX	20794212	20794795	+	584	0.380768289511923	0.377095937770095	0.358205128205128	0.24837962962963	0.103763789746918
peak_469	chrX	20819172	20819980	+	809	0.581901814660435	0.408114446529081	0.368664456800684	0.360589541691904	0.0916117216117216
peak_472	chrX	20847990	20848994	+	1005	0.527271259102654	0.532176324344999	0.437777329568374	0.343224789915966	0.0916703255347174
peak_473	chrX	20861503	20861919	+	417	0.374640522875817	0.320652173913043	0.41	0.3375	0.0957142857142857
peak_474	chrX	20862119	20863735	+	1617	0.496243325705568	0.474937343358396	0.32843137254902	0.396008403361345	0.0892857142857143
peak_475	chrX	20869786	20870578	+	793	0.554738562091503	0.365740740740741	0.287828947368421	0.222222222222222	0.0975862068965517
peak_476	chrX	20872895	20873693	+	799	0.566543483616654	0.535714285714286	0.405145929339478	0.304655870445344	0.17156862745098
peak_478	chrX	20909990	20910375	+	386	0.527012410859961	0.469065379552435	0.331340956340956	0.204166666666667	0.173363095238095
peak_480	chrX	20934369	20935331	+	963	0.517857142857143	0.417874396135266	0.23109243697479	0.216517857142857	0.136363636363636
peak_482	chrX	20946167	20946501	+	335	0.358112874779541	0.523809523809524	0.318840579710145	0.227678571428571	0.162820512820513
peak_483	chrX	20950131	20951227	+	1097	0.469356261022928	0.251165501165501	0.245210166177908	0.197080291970803	0.0586842105263158
peak_484	chrX	20961351	20962566	+	1216	0.418518518518519	0.362745098039216	0.297413793103448	0.297700587084149	0.0934418711304747
peak_485	chrX	21061467	21063488	+	2022	0.537698412698413	0.296470588235294	0.20655737704918	0.155788388869804	0.0803353658536585
peak_486	chrX	21088795	21089997	+	1203	0.423112073112073	0.238383838383838	0.267251461988304	0.0986111111111111	0.0832379862700229
peak_487	chrX	21139356	21139926	+	571	0.629251700680272	0.683566433566434	0.416666666666667	0.441295546558704	0.555555555555556
peak_489	chrX	21296891	21297288	+	398	0.539938347159889	0.269153225806452	0.297202797202797	0.286057692307692	0.1875
peak_492	chrX	21334368	21335102	+	735	0.507165219445921	0.413880597014925	0.276071428571429	0.225733063700708	0.05
peak_493	chrX	21341653	21342086	+	434	0.292952372662518	0.154524089306698	0.0792606516290727	0.151360544217687	0.0501119820828667
peak_494	chrX	21344208	21344838	+	631	0.39769820971867	0.176923076923077	0.163180303591263	0.206498951781971	0.0181967213114754
peak_495	chrX	21360825	21361897	+	1073	0.411642225169297	0.371794871794872	0.212406015037594	0.228691476590636	0.0761494252873563
peak_497	chrX	21425905	21426082	+	178	0.490196078431373	0.428571428571429	0.351851851851852	0.2375	0.24047619047619
peak_503	chrX	21701616	21701985	+	370	0.48015873015873	0.372058823529412	0.255411255411255	0.233333333333333	0.124542124542125
peak_508	chrX	21900588	21901409	+	822	0.699250374812594	0.45906432748538	0.33	0.234146341463415	0.148601398601399
peak_512	chrX	22088333	22088651	+	319	0.347222222222222	0.103174603174603	0.159313725490196	0.133333333333333	0.1
peak_513	chrX	22089116	22089916	+	801	0.616812386156648	0.363451589061345	0.362299465240642	0.232707509881423	0.0555555555555556
peak_514	chrX	22099397	22099540	+	144	0.440883190883191	0.436904761904762	0.424107142857143	0.388888888888889	0.120065789473684
peak_516	chrX	22154326	22154882	+	557	0.415873015873016	0.360969387755102	0.252321981424149	0.257352941176471	0.138888888888889
peak_519	chrX	22453339	22453635	+	297	0.273373983739837	0.227564102564103	0.282986111111111	0.150310559006211	0.0875
peak_524	chrX	22848782	22849236	+	455	0.421480818032542	0.371592539454806	0.229486616937253	0.102777777777778	0.0858585858585859
peak_526	chrX	23095942	23096192	+	251	0.477696078431373	0.5	0.320833333333333	0.405844155844156	0.0884615384615385
peak_527	chrX	23296105	23296560	+	456	0.407843137254902	0.354414261460102	0.166666666666667	0.216666666666667	0.0853658536585366
peak_528	chrX	23318756	23319341	+	586	0.561298076923077	0.496575342465753	0.424844720496894	0.295289855072464	0.137626262626263
peak_530	chrX	23360181	23360782	+	602	0.537113774491054	0.227743271221532	0.301061678463094	0.223707664884135	0.0903781979977753
peak_534	chrX	23534807	23535952	+	1146	0.355936819172113	0.537037037037037	0.343117408906883	0.399839743589744	0.237903225806452
peak_587	chrX	31158473	31158668	+	196	0.542397660818713	0.329365079365079	0.467391304347826	0.506993006993007	0.539393939393939
peak_588	chrX	31171436	31171886	+	451	0.675055490272881	0.798032407407407	0.790106951871658	0.695529145444256	0.739285714285714
peak_602	chrX	33386902	33387345	+	444	0.302886002886003	0.195378151260504	0.103174603174603	0.115601503759398	0.0818181818181818
peak_609	chrX	34337509	34337913	+	405	0.317918192918193	0.389016018306636	0.405172413793103	0.422702702702703	0.345864661654135
peak_617	chrX	35803568	35803884	+	317	0.60491875274484	0.518292682926829	0.483333333333333	0.614130434782609	0.333333333333333
peak_624	chrX	36025564	36026135	+	572	0.690509031198686	0.611666666666667	0.765886287625418	0.557692307692308	0.386666666666667
peak_633	chrX	36597572	36598773	+	1202	0.514420670670671	0.470171890798787	0.304306220095694	0.160603715170279	0.0353535353535354
peak_641	chrX	36763526	36764135	+	610	0.355555555555556	0.401098901098901	0.296296296296296	0.163235294117647	0.0916666666666667
peak_646	chrX	36794597	36796832	+	2236	0.509420289855072	0.539393939393939	0.516666666666667	0.366666666666667	0.165
peak_652	chrX	36816402	36817734	+	1333	0.763047138047138	0.813852813852814	0.807017543859649	0.730179028132992	0.742424242424242
peak_675	chrX	37126628	37127504	+	877	0.445286195286195	0.484126984126984	0.4	0.445588235294118	0.221988795518207
peak_683	chrX	37217608	37218104	+	497	0.491228070175439	0.264957264957265	0.317307692307692	0.348484848484849	0.182186234817814
peak_686	chrX	37633617	37634578	+	962	0.651673303330899	0.692583732057416	0.478174603174603	0.46360153256705	0.505852842809364
peak_689	chrX	37806750	37808148	+	1399	0.476579520697168	0.361842105263158	0.256363636363636	0.107142857142857	0.183403805496829
peak_700	chrX	38179924	38180503	+	580	0.737103174603175	0.768817204301075	0.71808143547274	0.703154425612053	0.855061150143117
peak_703	chrX	38189433	38190341	+	909	0.662679425837321	0.357894736842105	0.171794871794872	0.251633986928105	0.0740740740740741
peak_704	chrX	38249585	38250834	+	1250	0.379342965256278	0.314285714285714	0.231578947368421	0.190909090909091	0.0889328063241107
peak_710	chrX	38455885	38456810	+	926	0.507264957264957	0.37006237006237	0.355555555555556	0.254545454545455	0.1125
peak_711	chrX	38473221	38474290	+	1070	0.564949248516611	0.494257703081233	0.379380053908356	0.308799871299871	0.123466409147773
peak_715	chrX	38564130	38565511	+	1382	0.363399318859089	0.251575630252101	0.27124183006536	0.363636363636364	0.193486590038314
peak_730	chrX	38839063	38839854	+	792	0.53921568627451	0.108333333333333	0.14945652173913	0.154761904761905	0.0833333333333333
peak_733	chrX	39205423	39206231	+	809	0.408707569049125	0.28968253968254	0.206578947368421	0.236111111111111	0.15015015015015
peak_737	chrX	39721018	39721736	+	719	0.638228438228438	0.383333333333333	0.270220588235294	0.3125	0.0754901960784314
peak_739	chrX	39899744	39900440	+	697	0.530568356374808	0.365	0.372222222222222	0.376311844077961	0.446022727272727
peak_774	chrX	42067655	42069156	+	1502	0.398079337609013	0.285033167495854	0.285840188014101	0.181818181818182	0.0545454545454545
peak_776	chrX	42148658	42151169	+	2512	0.388522588522589	0.325024437927664	0.405844155844156	0.198194662480377	0.0789473684210526
peak_777	chrX	42151860	42152342	+	483	0.523180076628353	0.345238095238095	0.197826086956522	0.211206896551724	0.0210736468500444
peak_800	chrX	44008088	44008618	+	531	0.578658410732714	0.428785607196402	0.272222222222222	0.384210526315789	0.206896551724138
peak_813	chrX	46669642	46670209	+	568	0.343452380952381	0.231209150326797	0.175115207373272	0.113607188703466	0.108427267847558
peak_826	chrX	47949637	47950262	+	626	0.554274594453166	0.241666666666667	0.0902777777777778	0.0916666666666667	0.045959595959596
peak_827	chrX	47970523	47971850	+	1328	0.479575163398693	0.300249169435216	0.130067567567568	0.173770491803279	0.0839160839160839
peak_828	chrX	47992761	47992963	+	203	0.467036537211976	0.279166666666667	0.345238095238095	0.311063218390805	0.111742424242424
peak_829	chrX	48016742	48017279	+	538	0.371463433234195	0.168202764976959	0.170940170940171	0.147619047619048	0.173611111111111
peak_830	chrX	48019354	48020380	+	1027	0.510518721045037	0.298245614035088	0.27369623144271	0.236111111111111	0.141058290888512
peak_831	chrX	48034036	48035161	+	1126	0.492424242424242	0.394396551724138	0.236274509803922	0.196465696465696	0.0869565217391304
peak_833	chrX	48062768	48063123	+	356	0.45310633213859	0.235	0.112836438923395	0.0633528265107212	0.165217391304348
peak_834	chrX	48064091	48065111	+	1021	0.583029453015428	0.345238095238095	0.217647058823529	0.25	0.10989010989011
peak_836	chrX	48071795	48072975	+	1181	0.502853128695137	0.242201834862385	0.186845730027548	0.0971204849709523	0.0438034188034188
peak_839	chrX	48124603	48125186	+	584	0.436944444444444	0.356241234221599	0.480769230769231	0.265406976744186	0.170609318996416
peak_844	chrX	48143449	48143866	+	418	0.4498556998557	0.212121212121212	0.241545893719807	0.154761904761905	0.03125
peak_847	chrX	48184744	48185245	+	502	0.422222222222222	0.301435406698565	0.365728900255754	0.285984848484849	0.188087774294671
peak_851	chrX	48207934	48209110	+	1177	0.476247987117552	0.354166666666667	0.285087719298246	0.364510489510489	0.375824175824176
peak_852	chrX	48222737	48223300	+	564	0.403246210765008	0.376780626780627	0.246963562753036	0.255384615384615	0.0690476190476191
peak_853	chrX	48234189	48235053	+	865	0.591552636380222	0.346072931276297	0.329326923076923	0.339285714285714	0.0655913978494624
peak_854	chrX	48255962	48257283	+	1322	0.540259375701774	0.427864503622079	0.413277511961722	0.397798119742702	0.311307961504812
peak_855	chrX	48278018	48278491	+	474	0.447276688453159	0.373205741626794	0.253636363636364	0.455465587044534	0.248037676609105
peak_856	chrX	48284405	48286351	+	1947	0.557524634989424	0.429330970314577	0.309163911195087	0.293832943013271	0.214364035087719
peak_857	chrX	48291369	48291960	+	592	0.508333333333333	0.211111111111111	0.293859649122807	0.211397058823529	0.170454545454545
peak_859	chrX	48305202	48305642	+	441	0.432676823981172	0.335664335664336	0.205882352941176	0.23859649122807	0.155128205128205
peak_861	chrX	48314316	48315379	+	1064	0.475393255753076	0.330555555555556	0.269652305366591	0.251123090745732	0.111848455598456
peak_863	chrX	48340568	48342519	+	1952	0.5	0.413690476190476	0.459797297297297	0.385833333333333	0.1625
peak_864	chrX	48343091	48344382	+	1292	0.573062015503876	0.429115025005436	0.503542510121457	0.378531073446328	0.212126417038818
peak_868	chrX	48383598	48384050	+	453	0.557142857142857	0.327067669172932	0.309288537549407	0.242690058479532	0.179487179487179
peak_874	chrX	48433067	48434025	+	959	0.463868995080239	0.319302721088435	0.1807951987997	0.158108108108108	0.06
peak_875	chrX	48453193	48454739	+	1547	0.466444009775613	0.233108108108108	0.264928511354079	0.151709401709402	0.107692307692308
peak_876	chrX	48462347	48463498	+	1152	0.525656425656426	0.35552021808269	0.30625	0.220320855614973	0.0877574815390595
peak_879	chrX	48513047	48514006	+	960	0.406084656084656	0.228571428571429	0.183819764464926	0.134322033898305	0.0578982597054886
peak_880	chrX	48518269	48519924	+	1656	0.436507936507937	0.364583333333333	0.234274193548387	0.203216374269006	0.0376344086021505
peak_883	chrX	48593847	48594812	+	966	0.397715110056308	0.21969696969697	0.179054054054054	0.132608695652174	0.032258064516129
peak_884	chrX	48595850	48596593	+	744	0.489280530789965	0.358860342555995	0.224836333878887	0.129554655870445	0.0930318754633061
peak_885	chrX	48607595	48607905	+	311	0.719519758993443	0.351923076923077	0.30952380952381	0.182051282051282	0.0635026737967914
peak_886	chrX	48608737	48609229	+	493	0.541364734299517	0.271428571428571	0.210526315789474	0.155425219941349	0.0912698412698413
peak_887	chrX	48623169	48624184	+	1016	0.574671445639187	0.286340852130326	0.304004620716211	0.145438596491228	0.0814593301435407
peak_889	chrX	48694493	48695420	+	928	0.54156864030546	0.430954969817405	0.317447833065811	0.235960591133005	0.0531746031746032
peak_891	chrX	48709670	48709992	+	323	0.767099567099567	0.534057971014493	0.535897435897436	0.416666666666667	0.340909090909091
peak_892	chrX	48712563	48713032	+	470	0.622700668896321	0.338235294117647	0.327231121281465	0.260504201680672	0.372549019607843
peak_901	chrX	49124887	49125309	+	423	0.496415770609319	0.291666666666667	0.18108504398827	0.215587044534413	0.0488215488215488
peak_902	chrX	49250864	49251152	+	289	0.699494949494949	0.607692307692308	0.314645308924485	0.460526315789474	0.166666666666667
peak_903	chrX	49287736	49288590	+	855	0.469113235845519	0.31503036437247	0.260783334720257	0.128194726166329	0.040902278177458
peak_908	chrX	49480347	49481074	+	728	0.617628205128205	0.320234113712375	0.1	0.167763157894737	0.0690476190476191
peak_910	chrX	49745067	49745721	+	655	0.440648148148148	0.315205992509363	0.179370008873114	0.197116480510599	0.0584795321637427
peak_918	chrX	50456024	50456513	+	490	0.494397759103641	0.209429824561404	0.132478632478632	0.186666666666667	0.143333333333333
peak_919	chrX	50457197	50457429	+	233	0.299145299145299	0.116071428571429	0.141666666666667	0.0732323232323232	0.05
peak_922	chrX	50549662	50550705	+	1044	0.549494949494949	0.303427419354839	0.322192513368984	0.372994652406417	0.145614035087719
peak_923	chrX	50560609	50561642	+	1034	0.537140724150802	0.363344520647891	0.433488175675676	0.386724386724387	0.3046875
peak_924	chrX	50566332	50567194	+	863	0.668637854799601	0.61189138576779	0.597089314194577	0.611408199643494	0.612697603263641
peak_925	chrX	50569225	50569586	+	362	0.444619613550004	0.416666666666667	0.364918357248887	0.429189189189189	0.366612111292962
peak_927	chrX	50576922	50577667	+	746	0.504682274247492	0.361818181818182	0.447420634920635	0.365881147540984	0.403221288515406
peak_928	chrX	50580077	50581065	+	989	0.56576446659887	0.368734069668649	0.394003378378378	0.410769230769231	0.427070511693336
peak_932	chrX	50597216	50597736	+	521	0.787330316742081	0.599025974025974	0.633333333333333	0.633995037220844	0.663636363636364
peak_934	chrX	50599547	50601020	+	1474	0.796547034623503	0.798358473824312	0.79871103117506	0.851629072681704	0.877680906713165
peak_936	chrX	50604851	50606318	+	1468	0.74499582289056	0.561894620142374	0.545454545454545	0.732541577646517	0.733552824114721
peak_937	chrX	50607565	50608451	+	887	0.643617021276596	0.603106605624591	0.679064039408867	0.664765906362545	0.651587301587302
peak_938	chrX	50611374	50612778	+	1405	0.644543217850602	0.551554785166509	0.549358205973429	0.607170026626094	0.607872503840246
peak_942	chrX	50619803	50621243	+	1441	0.568541833868379	0.429828588919498	0.498950167973124	0.516787190082645	0.45504562533548
peak_943	chrX	50622830	50623747	+	918	0.601701162648472	0.436842105263158	0.588157894736842	0.568073593073593	0.533189033189033
peak_945	chrX	50632289	50633016	+	728	0.386726998491704	0.238095238095238	0.102380952380952	0.171428571428571	0.0958333333333333
peak_947	chrX	50635048	50635838	+	791	0.49325289089995	0.20746359223301	0.177806902577545	0.112992889463478	0.0697492163009404
peak_948	chrX	50657897	50658287	+	391	0.418597742127154	0.28974358974359	0.294037940379404	0.301282051282051	0.159090909090909
peak_950	chrX	50840922	50841994	+	1073	0.523244871070958	0.23695652173913	0.130555555555556	0.190909090909091	0.0775978407557355
peak_960	chrX	51614594	51614849	+	256	0.486388888888889	0.294117647058824	0.0791925465838509	0.1265664160401	0.0851393188854489
peak_961	chrX	51679663	51681749	+	2087	0.647719298245614	0.4625	0.572398190045249	0.267857142857143	0.386574074074074
peak_963	chrX	51684413	51685205	+	793	0.478342245989305	0.292307692307692	0.0513227513227513	0.138680659670165	0.0555555555555556
peak_966	chrX	51897089	51897448	+	360	0.439869281045752	0.407894736842105	0.141666666666667	0.285714285714286	0.0227272727272727
peak_967	chrX	51937785	51938911	+	1127	0.239660876757651	0.113636363636364	0.0481859410430839	0.105074821080026	0.0487038491751767
peak_969	chrX	52163477	52165859	+	2383	0.510182709447415	0.331111111111111	0.253626107977438	0.20812324929972	0.0886243386243386
peak_972	chrX	52189008	52189709	+	702	0.566341607565012	0.333547833547834	0.227586206896552	0.204901960784314	0.0862207896857373
peak_974	chrX	52193676	52193979	+	304	0.602923976608187	0.18452380952381	0.0454545454545455	0.0588235294117647	0.0357142857142857
peak_975	chrX	52199807	52200224	+	418	0.549047619047619	0.204651162790698	0.114516129032258	0.140273704789834	0.0616698292220114
peak_977	chrX	52277684	52278084	+	401	0.477231540389435	0.241106719367589	0.105263157894737	0.113247863247863	0.0824915824915825
peak_980	chrX	52348634	52349315	+	682	0.483134920634921	0.240053050397878	0.231547619047619	0.0617173524150268	0.071641156462585
peak_981	chrX	52350509	52350956	+	448	0.406485671191554	0.09125	0.15	0.0780296425457716	0.0425696594427245
peak_984	chrX	52603264	52603604	+	341	0.552072583419333	0.213888888888889	0.118686868686869	0.0912698412698413	0
peak_987	chrX	52613092	52614419	+	1328	0.483603786342123	0.270833333333333	0.241689128481581	0.126009126009126	0.0550630417651694
peak_990	chrX	52644493	52644830	+	338	0.563492063492063	0.456862745098039	0.145454545454545	0.213286713286713	0.0888157894736842
peak_993	chrX	52717426	52717730	+	305	0.539649122807017	0.313725490196078	0.55	0.291666666666667	0.246153846153846
peak_994	chrX	52743883	52746442	+	2560	0.399365833328097	0.180691454664057	0.152155172413793	0.10899209486166	0.0110294117647059
peak_995	chrX	52746897	52747350	+	454	0.513114119041108	0.104166666666667	0.151422764227642	0.125338753387534	0
peak_996	chrX	52753377	52754157	+	781	0.441331064473435	0.219594594594595	0.103636363636364	0.143333333333333	0.0746240601503759
peak_997	chrX	52760548	52760864	+	317	0.515581345368579	0.232954545454545	0.127717391304348	0.119815668202765	0.0588235294117647
peak_998	chrX	52762400	52762721	+	322	0.367167919799499	0.0997150997150997	0.0555555555555556	0.104166666666667	0.05
peak_999	chrX	52775685	52776282	+	598	0.36837765409194	0.247474747474747	0.213636363636364	0.218468468468468	0.216923076923077
peak_1001	chrX	52790730	52791503	+	774	0.530120185808735	0.364769820971867	0.2775	0.181122448979592	0.0386469900642899
peak_1002	chrX	52792981	52793281	+	301	0.472129319955407	0.291666666666667	0.178571428571429	0.154761904761905	0.0408333333333333
peak_1003	chrX	52795839	52796157	+	319	0.343106521605507	0.0555555555555556	0.162820512820513	0.102380952380952	0.0416666666666667
peak_1007	chrX	52909986	52910233	+	248	0.550179211469534	0.282738095238095	0.183333333333333	0.257894736842105	0.0954545454545455
peak_1008	chrX	52911834	52912838	+	1005	0.571389287422286	0.308662280701754	0.244897959183673	0.2584375	0.0651842826682912
peak_1009	chrX	52961467	52962273	+	807	0.443212613944321	0.326388888888889	0.0714285714285714	0.161931818181818	0.100961538461538
peak_1010	chrX	52987680	52988820	+	1141	0.481505496923712	0.342434900654079	0.322332317073171	0.243689665545437	0.0504472150697927
peak_1012	chrX	53024147	53024606	+	460	0.744070961718021	0.613333333333333	0.696428571428571	0.609848484848485	0.5
peak_1019	chrX	53268572	53270301	+	1730	0.518674351163997	0.22921511627907	0.172289156626506	0.192949907235622	0.0628789716226049
peak_1020	chrX	53369552	53371044	+	1493	0.477633477633478	0.311904761904762	0.258888888888889	0.190153568202349	0.0613354037267081
peak_1021	chrX	53465356	53465822	+	467	0.68924506387921	0.541666666666667	0.460227272727273	0.385416666666667	0.306985294117647
peak_1023	chrX	53643086	53643973	+	888	0.537312928617276	0.211079943899018	0.147619047619048	0.152813299232737	0.05125
peak_1025	chrX	53670026	53670776	+	751	0.343803418803419	0.351351351351351	0.12677304964539	0.128181818181818	0.04839968774395
peak_1027	chrX	53716374	53717355	+	982	0.453782921260578	0.323539344815941	0.268524590163934	0.258103241296519	0.0902777777777778
peak_1028	chrX	53724738	53725412	+	675	0.459889038836407	0.252525252525252	0.281746031746032	0.284313725490196	0.203947368421053
peak_1031	chrX	53774380	53775954	+	1575	0.503305409442172	0.25042735042735	0.208711433756806	0.19047619047619	0.194444444444444
peak_1032	chrX	53776031	53776687	+	657	0.376748251748252	0.245161290322581	0.209677419354839	0.181578947368421	0
peak_1033	chrX	53884018	53884612	+	595	0.354529914529914	0.320689655172414	0.21780303030303	0.285	0.187134502923977
peak_1035	chrX	53974534	53975573	+	1040	0.424873458155192	0.311594202898551	0.293226381461676	0.202348690153568	0.110496453900709
peak_1042	chrX	55680999	55681526	+	528	0.437587535014006	0.29267993122083	0.307100297914598	0.199013157894737	0.191666666666667
peak_1043	chrX	56240347	56240766	+	420	0.644385026737968	0.388888888888889	0.4375	0.518181818181818	0.438888888888889
peak_1046	chrX	56374199	56375170	+	972	0.520832429697101	0.327191796258733	0.277777777777778	0.260366065232477	0.0705227343025054
peak_1047	chrX	56427491	56427811	+	321	0.497519841269841	0.449074074074074	0.357142857142857	0.383516483516483	0.127956081081081
peak_1048	chrX	56454439	56456595	+	2157	0.473860854457869	0.328167413673379	0.309511389323596	0.202205279554025	0.0493664089347079
peak_1051	chrX	56609416	56610288	+	873	0.445958990141317	0.344125283998702	0.319952574525745	0.286014211886305	0.122899159663866
peak_1054	chrX	56706025	56706195	+	171	0.481792717086835	0.472222222222222	0.0930735930735931	0.113095238095238	0.0714285714285714
peak_1055	chrX	56729459	56730312	+	854	0.563242188429595	0.289659224441833	0.126811594202899	0.25	0.0584415584415584
peak_1056	chrX	56730991	56731858	+	868	0.630050505050505	0.366666666666667	0.15	0.117724867724868	0.06
peak_1059	chrX	56819708	56820205	+	498	0.454545454545455	0.14974358974359	0.11421188630491	0.166666666666667	0.117816091954023
peak_1060	chrX	56821910	56822649	+	740	0.415079693169813	0.235064935064935	0.14656862745098	0.0706971677559913	0.0638440860215054
peak_1061	chrX	56830054	56830498	+	445	0.389376218323587	0.114661654135338	0.146774193548387	0.107142857142857	0.0178571428571429
peak_1063	chrX	57052801	57054300	+	1500	0.436841964619742	0.351555555555556	0.341767723880597	0.24992499249925	0.163583509513742
peak_1065	chrX	57197987	57198510	+	524	0.509675638371291	0.252136752136752	0.0928571428571429	0.158266129032258	0.0735930735930736
peak_1066	chrX	57260784	57260961	+	178	0.457411645054666	0.230769230769231	0.247058823529412	0.183333333333333	0.0798319327731092
peak_1067	chrX	57325983	57326910	+	928	0.49749373433584	0.431818181818182	0.335664335664336	0.260989010989011	0.0833333333333333
peak_1068	chrX	57359256	57359770	+	515	0.451855287569573	0.138888888888889	0.131713554987212	0.184210526315789	0
peak_1070	chrX	57392336	57393602	+	1267	0.523422377080914	0.401960784313726	0.287542399013259	0.191380908248378	0.0551435406698565
peak_1072	chrX	57503416	57504031	+	616	0.535423197492163	0.191919191919192	0.264245014245014	0.237577639751553	0.104761904761905
peak_1073	chrX	57521256	57521628	+	373	0.382199488491049	0.333913043478261	0.21978021978022	0.1553480475382	0.113508442776735
peak_1076	chrX	57674899	57675204	+	306	0.653315273477812	0.264957264957265	0.387700534759358	0.305555555555556	0.189144736842105
peak_1083	chrX	58013410	58014741	+	1332	0.517748290500521	0.281034482758621	0.245440729483283	0.254988913525499	0.0680112570356473
peak_1084	chrX	58015412	58016086	+	675	0.438811188811189	0.372994652406417	0.217864923747277	0.263546798029557	0.0375
peak_1085	chrX	58018601	58020228	+	1628	0.48966049382716	0.359090909090909	0.272893772893773	0.176245210727969	0.0794117647058823
peak_1088	chrX	58029881	58032811	+	2931	0.434231678486998	0.33574091332712	0.339959568733154	0.288370998116761	0.0887611749680715
peak_1089	chrX	58037719	58040233	+	2515	0.467517278043594	0.319786096256685	0.247795414462081	0.174417582417582	0.0995495495495496
peak_1090	chrX	58041913	58043247	+	1335	0.758813626460685	0.774047186932849	0.708333333333333	0.585758835758836	0.419950738916256
peak_1093	chrX	58098621	58098810	+	190	0.451566951566952	0.266447368421053	0.148717948717949	0.0416666666666667	0.0769230769230769
peak_1095	chrX	58150899	58151615	+	717	0.540225563909774	0.27850697292863	0.237281976744186	0.163241106719368	0.105242566510172
peak_1097	chrX	58157402	58157872	+	471	0.535051982457312	0.146464646464646	0.118686868686869	0.137310606060606	0.024390243902439
peak_1102	chrX	58620605	58620839	+	235	0.505555555555556	0.3875	0.383333333333333	0.283333333333333	0.177884615384615
peak_1105	chrX	59133452	59135444	+	1993	0.579637234287757	0.420696484568411	0.247848761408083	0.241741071428571	0.0544117647058824
peak_1108	chrX	59493148	59493966	+	819	0.542625804530566	0.367414437733678	0.112513523260007	0.275226757369615	0.0849056603773585
peak_1110	chrX	59556610	59557232	+	623	0.464975845410628	0.270434782608696	0.0749525616698292	0.154524089306698	0.152777777777778
peak_1117	chrX	60147293	60147997	+	705	0.478471706588199	0.430397727272727	0.341666666666667	0.317887931034483	0.130952380952381
peak_1118	chrX	60168609	60169848	+	1240	0.547875976608989	0.368382352941176	0.290731707317073	0.118035190615836	0.0765503875968992
peak_1120	chrX	60177642	60179504	+	1863	0.485709847778813	0.248245614035088	0.193181818181818	0.108333333333333	0.0490196078431373
peak_1122	chrX	60182581	60183276	+	696	0.572478169226137	0.316319444444444	0.223180076628352	0.118547929665343	0.130566801619433
peak_1126	chrX	60255291	60255671	+	381	0.505291005291005	0.294096728307255	0.101017441860465	0.133928571428571	0.06
peak_1127	chrX	60403018	60405366	+	2349	0.501006847046907	0.401604278074866	0.29020979020979	0.225493148622195	0.0589287918055041
peak_1128	chrX	60546905	60548559	+	1655	0.480506685432794	0.29706021811285	0.226600985221675	0.195698924731183	0.113636363636364
peak_1130	chrX	60717743	60718944	+	1202	0.319387755102041	0.209831254585473	0.209981740718198	0.157828282828283	0.0555555555555556
peak_1131	chrX	60772306	60772930	+	625	0.441633706877609	0.171428571428571	0.208333333333333	0.166011014948859	0.032051282051282
peak_1135	chrX	60891879	60894818	+	2940	0.449616858237548	0.307721139430285	0.202839990764258	0.201567749160134	0.0582743988684583
peak_1144	chrX	61569126	61569572	+	447	0.430032591359822	0.184615384615385	0.25	0.121753246753247	0.129032258064516
peak_1147	chrX	61709228	61709960	+	733	0.437470463374584	0.236842105263158	0.232480533926585	0.086038961038961	0.130977130977131
peak_1149	chrX	61722014	61724084	+	2071	0.488111845528725	0.286999357464125	0.200354495649372	0.163333333333333	0.0536425542849801
peak_1150	chrX	61727336	61729345	+	2010	0.282430213464696	0.289377289377289	0.193486590038314	0.142303433001107	0.0188679245283019
peak_1151	chrX	61814685	61815156	+	472	0.451893939393939	0.21195652173913	0.324561403508772	0.353365384615385	0.27536231884058
peak_1155	chrX	62262468	62262871	+	404	0.47360248447205	0.188311688311688	0.309803921568627	0.30952380952381	0.174107142857143
peak_1156	chrX	62280734	62281265	+	532	0.56754927957303	0.401515151515151	0.286699507389163	0.157738095238095	0.0411129568106312
peak_1177	chrX	64275546	64277258	+	1713	0.377348142054024	0.354166666666667	0.439102564102564	0.246794871794872	0.0576923076923077
peak_1185	chrX	64935337	64936224	+	888	0.302952722307561	0.4	0.305147058823529	0.620448179271709	0.490769230769231
peak_1187	chrX	64978822	64979705	+	884	0.377870177870178	0.278637770897833	0.102777777777778	0.104700854700855	0.172619047619048
peak_1188	chrX	65023886	65024311	+	426	0.459771629336847	0.366666666666667	0.265185185185185	0.105217391304348	0.122739018087855
peak_1190	chrX	65153135	65153974	+	840	0.578473813767931	0.622628726287263	0.529900332225914	0.364184397163121	0.334677419354839
peak_1194	chrX	65778528	65779399	+	872	0.393717486994798	0.453880597014925	0.404545454545455	0.464285714285714	0.267530487804878
peak_1204	chrX	66770502	66771004	+	503	0.413308913308913	0.394771241830065	0.230645161290323	0.189285714285714	0.0344827586206897
peak_1205	chrX	66875982	66876367	+	386	0.415837832717628	0.457912457912458	0.233636363636364	0.375	0.0416666666666667
peak_1216	chrX	68491929	68492623	+	695	0.613073005093379	0.369791666666667	0.43452380952381	0.3275	0.366666666666667
